HP:0012869	espécimen de espermatozoide acéfalo
HP:0003200	el paciente presentaba fibras musculares rojas rasgadas, un rasgo característico de las miopatías mitocondriales.
HP:0000733	el paciente presentaba comportamientos repetitivos y estereotipados, caracterizados por la realización frecuente y ritual de acciones específicas.
HP:0008762	el paciente mostraba un comportamiento compulsivo repetitivo, caracterizado por un intenso impulso de realizar acciones rituales de forma específica y rígida.
HP:0000723	el paciente mostraba un comportamiento restringido, caracterizado por una falta de espontaneidad e inflexibilidad en sus actividades cotidianas.
HP:0003462	el paciente presentaba niveles significativamente elevados de 8-dehidrocolesterol en los resultados de sus análisis de sangre.
HP:0001981	el paciente presentaba signos de lesión intravascular de los hematíes, caracterizados por la fragmentación de los eritrocitos y la presencia de esquistocitos en la sangre periférica.
HP:0002329	el paciente presentaba somnolencia, caracterizada por una somnolencia excesiva y una tendencia a dormirse con facilidad.
HP:0000733	el paciente mostraba un comportamiento estereotipado, caracterizado por acciones repetitivas y ritualistas.
HP:0000733	el paciente mostraba un comportamiento estereotipado.
HP:0000733	el paciente mostraba comportamientos estereotipados, caracterizados por movimientos repetitivos y sin propósito que a menudo iban acompañados de vocalizaciones y expresiones faciales.
HP:0006462	el paciente presentaba síntomas de desmineralización ósea generalizada.
HP:0002046	el paciente presentaba síntomas de intolerancia al calor, caracterizados por una incapacidad para soportar altas temperaturas, lo que le provocaba frecuentes episodios de agotamiento por calor.
HP:0003113	el paciente presentaba síntomas de hipocloremia, una afección caracterizada por una deficiencia de cloruro en la sangre.
HP:0002902	el paciente presentaba síntomas de hiponatremia, caracterizada por una disminución de la concentración de sodio en la sangre.
HP:0002307	el paciente presentaba pérdidas involuntarias de saliva, caracterizadas por un babeo frecuente e incontrolable.
HP:0006682	el paciente presentaba ectopias ventriculares, caracterizadas por contracciones ventriculares prematuras que se detectaron en el electrocardiograma.
HP:0008760	el paciente mostró un comportamiento violento.
HP:0004646	el paciente presenta un rasgo característico de una estructura ósea nasal pequeña.
HP:0005168	el paciente presenta un cuadro caracterizado por una presión auricular derecha elevada.
HP:0003387	el paciente presenta una disminución del número de grandes fibras nerviosas mielinizadas periféricas.
HP:0005876	el paciente muestra una disminución de la amplitud de movimiento, caracterizada por una pérdida de flexibilidad y rigidez de las articulaciones, que es una manifestación común de las contracturas progresivas por flexión.
HP:0001054	el paciente muestra una presencia notable de numerosos lunares en la piel.
HP:0003513	el paciente presenta una relación reducida entre el aclaramiento renal de calcio y el aclaramiento de creatinina.
HP:0003182	el paciente presenta una profundidad relativamente escasa de la fosa acetabular, característica que puede influir en la elección del abordaje quirúrgico para las intervenciones en la articulación de la cadera.
HP:0007598	el paciente presenta un desplazamiento del triradio, caracterizado por la anomalía en la localización del triradio, que se desplaza en individuos con pliegues palmares transversales únicos bilaterales.
HP:0006446	el paciente muestra un seguimiento rotuliano anormal, caracterizado por un movimiento irregular de la rótula a lo largo del surco femoral durante la flexión y extensión de la rodilla, potencialmente causado por una rótula displásica.
HP:0000426	el paciente presenta una proyección exagerada de la raíz nasal, caracterizada por un puente nasal prominente y saliente.
HP:0001898	el paciente presenta un aumento de la masa de glóbulos rojos.
HP:0006323	el paciente presenta una pérdida precoz de los dientes deciduos, caracterizada por la pérdida prematura de los dientes primarios, que suele producirse antes de los seis años de edad.
HP:0003131	el paciente presenta niveles elevados de cistina en la orina, lo que indica un posible diagnóstico de cistinuria.
HP:0003529	el paciente presenta un aumento de la reabsorción tubular renal de calcio independiente de la parathormona.
HP:0006446	el paciente presenta una mala alineación rotuliana, caracterizada por una desalineación de la rótula en relación con el fémur, que puede estar causada por una rótula displásica y dar lugar a diversas complicaciones.
HP:0003890	el paciente presenta tuberosidades deltoideas prominentes con proyección aumentada.
HP:0007824	el paciente presenta oftalmoplejia interna y externa total, una enfermedad poco frecuente caracterizada por una pérdida completa del control de los movimientos oculares, que afecta tanto a los músculos oculares extrínsecos como a los intrínsecos.
HP:0002875	el paciente experimentó disnea de esfuerzo, caracterizada por una respiración dificultosa que empeoraba con la actividad física.
HP:0003698	el paciente se sienta con frecuencia debido a su dificultad para mantenerse de pie.
HP:0005197	el paciente experimenta rigidez matutina generalizada persistente que dura varias horas después de despertarse.
HP:0000085	el paciente presentaba una anomalía congénita caracterizada por la fusión del tejido renal a lo largo de la línea media, lo que daba lugar a un riñón en herradura.
HP:0002690	el paciente presentaba un notable agrandamiento de la silla turca, una afección caracterizada por una expansión anormal de la estructura ósea situada en la base del cerebro.
HP:0002558	la paciente presentaba una rara anomalía congénita, la politelia, caracterizada por la presencia de pezones supernumerarios.
HP:0003231	el paciente padece una enfermedad caracterizada por niveles elevados de tirosina en sangre, también conocida como tirosina elevada en sangre o hipertirosinemia.
HP:0007383	el paciente presenta una ausencia congénita localizada de piel, caracterizada por una zona específica de tejido cutáneo ausente presente al nacer.
HP:0008007	el paciente presenta una anomalía del desarrollo del ángulo de la cámara anterior, una afección congénita caracterizada por un desarrollo anormal del sistema de drenaje de los ojos, que da lugar a un glaucoma congénito primario .
HP:0008648	el paciente tiene un meato uretral dorsal, una anomalía congénita poco frecuente en la que la abertura de la uretra se sitúa en la punta del pene, a diferencia del meato uretral desplazado anteriormente, más común.
HP:0001195	el paciente tiene un cordón de doble vaso, lo que indica la presencia de dos arterias umbilicales en lugar de la típica arteria umbilical única.
HP:0006446	el paciente tiene una rótula displásica, una anomalía del desarrollo caracterizada por una formación anormal de la rótula.
HP:0004850	el paciente tiene antecedentes de trombosis venosa profunda recurrente .
HP:0000878	el paciente tiene una anatomía normal con 11 pares de costillas.
HP:0003762	la paciente presenta una rara afección congénita caracterizada por la presencia de dos cuerpos uterinos distintos, fenómeno conocido como útero didelfo.
HP:0001631	el paciente tiene una comunicación interauricular, concretamente un orificio en la pared del corazón que separa las dos cavidades cardíacas superiores, también conocido como comunicación interauricular.
HP:0001629	el paciente tiene una comunicación interventricular, un orificio en la pared del corazón que separa las dos cavidades cardíacas inferiores, los ventrículos izquierdo y derecho.
HP:0008660	el paciente presenta túbulos renales agenéticos, un rasgo característico de la disgenesia renotubular, que se caracteriza por la ausencia total de túbulos renales.
HP:0001667	el paciente tiene un corazón atlético con hipertrofia ventricular derecha.
HP:0002740	el paciente tiene una mayor predisposición a las infecciones por e coli debido a su enfermedad subyacente.
HP:0004244	el paciente tiene un os styloideum, un pequeño hueso adicional que suele denominarse escafoides accesorio y que se encuentra en la zona de la muñeca.
HP:0001644	el paciente ha sido diagnosticado de miocardiopatía dilatada .
HP:0000121	el paciente ha sido diagnosticado de nefrocalcinosis, una enfermedad caracterizada por un depósito excesivo de calcio en los riñones.
HP:0004754	el paciente ha sido diagnosticado de fibrilación auricular permanente.
HP:0008660	el paciente ha sido diagnosticado de aplasia tubular renal, un raro trastorno congénito caracterizado por la ausencia completa de túbulos renales, una característica distintiva de la disgenesia renotubular.
HP:0002044	al paciente se le han diagnosticado tumores secretores de gastrina en los ganglios linfáticos abdominales.
HP:0000851	el paciente padece hipotiroidismo congénito, caracterizado por la ausencia de función tiroidea desde el nacimiento.
HP:0003551	el paciente tiene dificultades para subir escaleras debido a sus limitaciones de movilidad.
HP:0001639	el paciente padece miocardiopatía hipertrófica , una enfermedad caracterizada por el engrosamiento del músculo cardíaco.
HP:0004754	el paciente es un enfermo crónico de fibrilación auricular que no ha podido convertirse a un ritmo sinusal normal.
HP:0006749	el paciente está siendo tratado por un diagnóstico de tumores malignos del tracto gastrointestinal.
HP:0004848	al paciente se le diagnostica una leucemia linfoblástica aguda philadelphia-positiva.
HP:0000371	el paciente sufre un dolor de oído debido a una otitis media aguda.
HP:0005021	el paciente sufre luxaciones bilaterales de codo.
HP:0000802	el paciente sufre disfunción eréctil, caracterizada por la incapacidad de mantener una erección.
HP:0002149	el paciente presenta hiperuricemia, caracterizada por una concentración anormalmente elevada de ácido úrico en la sangre.
HP:0001663	el paciente está experimentando fibrilación ventricular.
HP:0001623	la paciente presenta un feto cuyos pies o nalgas están situados cerca de la abertura del útero, lo que indica una presentación de nalgas.
HP:0006378	el paciente padece una afección caracterizada por la reabsorción de la rótula, un proceso de descomposición y reabsorción ósea que se produce en la osteólisis rotuliana.
HP:0006689	el paciente sufre un caso grave de endocarditis bacteriana, una infección del corazón causada por bacterias.
HP:0002149	el paciente padece hiperuricemia, una enfermedad caracterizada por una acumulación excesiva de ácido úrico en la sangre.
HP:0002102	el paciente sufre pleuresía, que es una inflamación de los tejidos que recubren los pulmones y el tórax.
HP:0002878	el paciente sufre insuficiencia respiratoria, caracterizada por la incapacidad de mantener la homeostasis y regular sus patrones respiratorios.
HP:0008606	la paciente presentaba una fístula supraauricular crónica y dolorosa que drenaba pus y causaba molestias desde hacía varios meses.
HP:0007482	el paciente presentó un grupo de lesiones papilares generalizadas en la piel.
HP:0001741	el paciente presentaba un caso complejo de patología del prepucio, caracterizado por un proceso inflamatorio crónico que había conducido al desarrollo de una fimosis, que requería una intervención quirúrgica para restablecer la función normal del pene.
HP:0003387	el paciente presentaba una afección caracterizada por la pérdida de fibras nerviosas mielinizadas de mayor tamaño.
HP:0001331	el paciente presentaba una anomalía congénita caracterizada por la ausencia del septum pellucidum, una fina membrana que separa los dos ventrículos laterales del cerebro.
HP:0001976	la paciente presentaba una concentración de antitrombina iii disminuida, lo que aumenta el riesgo de trombosis y embolia.
HP:0005575	el paciente presentó un diagnóstico de síndrome urémico hemolítico mediado por complemento desregulado .
HP:0000031	el paciente presentaba un diagnóstico de epididimitis, caracterizada por la inflamación del epidídimo.
HP:0000471	la paciente presentaba un diagnóstico de angiodisplasia gastrointestinal, caracterizada por vasos sanguíneos anormales y dilatados en el revestimiento del tracto gastrointestinal.
HP:0000794	el paciente presentó un diagnóstico de nefropatía iga, caracterizada por el depósito de complejos inmunes iga en la región mesangial de los riñones.
HP:0001894	la paciente presentaba un diagnóstico de trombocitosis, caracterizada por una sobreproducción de plaquetas.
HP:0008826	la paciente presentaba una subluxación de la cabeza femoral, caracterizada por una dislocación parcial de la cabeza femoral del acetábulo.
HP:0003978	el paciente presentaba una fractura de radio que requería atención médica inmediata.
HP:0007459	el paciente presentaba una incapacidad generalizada para sudar, una afección caracterizada por una respuesta termorreguladora alterada.
HP:0003716	el paciente presentaba un aspecto muscular generalizado desde el nacimiento, caracterizado por una distribución uniforme de la masa muscular en todo el cuerpo.
HP:0000551	el paciente presentaba una pérdida de visión de los colores, caracterizada por la dificultad para distinguir entre determinados tonos.
HP:0001903	el paciente presentaba un número bajo de glóbulos rojos o hemoglobina, lo que indicaba anemia.
HP:0005274	la paciente presentaba una punta de la nariz notablemente abombada, rasgo característico de una deformidad prominente de la punta nasal.
HP:0006040	el paciente presentaba un 2º metacarpiano prolongado, una afección caracterizada por un segundo hueso metacarpiano anormalmente largo en la mano.
HP:0000276	la paciente presentaba una longitud facial prolongada, caracterizada por una forma de la cara inusualmente larga.
HP:0005487	el paciente presentaba una sutura metópica prominente que seguía siendo visible debido a una sutura metópica distinta.
HP:0005575	el paciente presentó un caso raro de síndrome urémico hemolítico, que se identificó como hus independiente de la toxina shiga, caracterizado por la ausencia de infección por escherichia coli productora de toxina shiga.
HP:0001177	la paciente presentaba una anomalía congénita poco frecuente caracterizada por la duplicación preaxial del pulgar, que resulta en la formación de un pulgar adicional en el lado radial del pulgar normal.
HP:0004598	la paciente presentaba una rara anomalía congénita caracterizada por centros de osificación vertebral supernumerarios, lo que resultaba en una configuración anormal de la columna vertebral.
HP:0008358	el paciente presentaba un trastorno genético raro caracterizado por niveles elevados de hiperprolina en su plasma sanguíneo, una afección conocida como hiperprolinemia.
HP:0003231	la paciente presentaba un trastorno genético raro, caracterizado por niveles elevados de tirosina, síntoma característico de la hipertirosinemia.
HP:0000265	el paciente presentaba una zona mastoidea enrojecida, indicativa de mastoiditis aguda.
HP:0004796	el paciente presentó una obstrucción gastrointestinal grave que requirió intervención quirúrgica inmediata.
HP:0007569	el paciente presentó una erupción generalizada y extendida caracterizada por un grupo de pequeñas manchas y escamas amarillentas y grasas en la cara, el cuero cabelludo y el tórax, compatible con el diagnóstico de dermatitis seborreica generalizada.
HP:0000771	el paciente presentaba un crecimiento anormal de las glándulas mamarias en los hombres, una enfermedad poco frecuente conocida como ginecomastia.
HP:0003239	la paciente presentaba niveles anormalmente elevados de fosfoetanolamina en orina, lo que indicaba un posible trastorno metabólico subyacente.
HP:0002105	el paciente presentó una hemorragia aguda de las vías respiratorias, caracterizada por tos con sangre y hemoptisis.
HP:0004836	la paciente presentaba una proliferación anormal de promielocitos, rasgo característico de la leucemia promielocítica aguda.
HP:0000119	el paciente presentaba una anomalía del aparato genitourinario.
HP:0000870	la paciente presentaba un nivel elevado de la hormona prolactina, lo que indicaba hiperprolactinemia.
HP:0000771	el paciente presentaba un aumento del pecho masculino debido a una ginecomastia.
HP:0002040	el paciente presentaba una vena dilatada en el esófago, una afección conocida como varices esofágicas.
HP:0000232	la paciente presentaba un labio inferior evertido, caracterizado por una protrusión del labio inferior más allá de su posición normal.
HP:0000054	el paciente presentaba una longitud peneana infantil, caracterizada por un diámetro y una longitud del pene anormalmente pequeños, que es una anomalía congénita que afecta aproximadamente al 1% de los varones recién nacidos.
HP:0006899	la paciente presentaba una anomalía congénita inusual, caracterizada por la fusión anormal de los hemisferios cerebelosos.
HP:0005575	el paciente presentó un síndrome urémico hemolítico atípico caracterizado por la activación del complemento y el daño endotelial.
HP:0008513	el paciente presentaba una pérdida de audición conductiva bilateral.
HP:0001799	la paciente presentaba braquioniquia, un raro trastorno genético caracterizado por uñas y cutículas cortas.
HP:0001640	el paciente presentaba hipertrofia cardiaca, caracterizada por un agrandamiento del músculo cardiaco en respuesta a una sobrecarga de presión crónica.
HP:0001396	el paciente presentaba colestasis, caracterizada por un flujo de bilis del hígado ralentizado o bloqueado.
HP:0005520	la paciente presentaba coagulación intravascular diseminada crónica , una enfermedad persistente y debilitante caracterizada por anomalías generalizadas de la coagulación y un mayor riesgo de hemorragias y complicaciones trombóticas.
HP:0004746	el paciente presentaba depósitos electrondensos en la membrana glomerular, un rasgo característico de la enfermedad de depósitos densos.
HP:0002150	el paciente presentaba niveles elevados de calcio en la orina, lo que indicaba un posible diagnóstico de hipercalciuria.
HP:0008288	el paciente presentaba niveles elevados de glicina, indicativos de una hiperglicinemia no cetósica.
HP:0003072	la paciente presentaba niveles séricos de calcio elevados, lo que indicaba un posible diagnóstico de hipercalcemia.
HP:0003131	la paciente presentaba niveles elevados de cistina en orina, lo que indicaba el diagnóstico de cistinuria.
HP:0000771	el paciente presentaba un aumento del tejido mamario masculino, una afección conocida como ginecomastia.
HP:0000771	el paciente presentaba un exceso de tejido mamario en los varones, una afección conocida como ginecomastia.
HP:0001520	la paciente presentaba un tamaño fetal excesivo debido a un diagnóstico de macrosomía.
HP:0004943	el paciente presentaba un endurecimiento arterial acelerado, una afección caracterizada por una aterosclerosis acelerada y un mayor riesgo cardiovascular.
HP:0002202	el paciente presentaba acumulación de líquido alrededor de los pulmones, una afección conocida como derrame pleural.
HP:0001041	la paciente presentaba las mejillas enrojecidas, lo que indicaba un caso probable de rosácea.
HP:0001019	la paciente presentaba una eritrodermia generalizada, caracterizada por un enrojecimiento difuso e intenso de la piel.
HP:0005575	la paciente presentó un síndrome urémico hemolítico caracterizado por activación plaquetaria y trombosis.
HP:0001100	el paciente presentaba heterocromía, caracterizada por tener los ojos de distinto color.
HP:0003072	el paciente presentaba hipercalcemia, caracterizada por un exceso de calcio en la sangre.
HP:0001900	el paciente presentó un aumento de los niveles de hemoglobina.
HP:0004417	la paciente presentaba síntomas de claudicación intermitente, caracterizados por episodios recurrentes de calambres musculares y debilidad en las piernas durante el ejercicio.
HP:0002580	la paciente presentaba vólvulo intestinal, una afección potencialmente mortal caracterizada por la torsión del intestino que puede provocar síntomas obstructivos e incluso necrosis.
HP:0001663	el paciente presentó una fibrilación ventricular intratable que requirió una intervención cardiaca inmediata para restablecer un ritmo cardiaco normal.
HP:0004784	la paciente presentaba poliposis gastrointestinal juvenil, caracterizada por la presencia de numerosos pólipos juveniles en todo el tracto gastrointestinal.
HP:0002098	el paciente presentaba respiración dificultosa, síntoma indicativo de dificultad respiratoria.
HP:0004244	el paciente presentaba una movilidad limitada debido a la presencia de un escafoides accesorio, que en algunos casos puede restringir el movimiento de la muñeca y causar rigidez.
HP:0000256	el paciente presentaba macrocefalia, caracterizada por un perímetro cefálico anormalmente grande.
HP:0004746	la paciente presentaba una glomerulonefritis membranoproliferativa de tipo ii, caracterizada por depósitos de inmunoglobulinas y proteínas del complemento en las regiones mesangial y subendotelial de los glomérulos.
HP:0008180	el paciente presentaba niveles de creatina fosfoquinasa ligeramente elevados.
HP:0008180	el paciente presentaba niveles ligeramente elevados de creatinfosfocinasa en sangre.
HP:0001875	el paciente presentaba neutropenia, una enfermedad caracterizada por un recuento anormalmente bajo de neutrófilos en la sangre.
HP:0001562	la paciente presentaba oligohidramnios, caracterizado por niveles bajos de líquido amniótico.
HP:0001655	la paciente presentaba una comunicación cardiaca fetal persistente, caracterizada por la presencia de un foramen oval persistente o foramen oval permeable, que permitía el libre intercambio de sangre entre las dos cavidades superiores del corazón.
HP:0000786	la paciente presentaba amenorrea primaria, caracterizada por la ausencia de menstruación debido a un defecto congénito del aparato reproductor.
HP:0003890	el paciente presentaba tuberosidades deltoideas prominentes que mostraban hipertrofia.
HP:0005261	el paciente presentó una hemorragia articular espontánea, caracterizada por episodios recurrentes de hemorragia articular repentina e inexplicable.
HP:0002040	el paciente presentaba venas inflamadas en la parte inferior del esófago, una afección conocida como varices esofágicas.
HP:0002020	la paciente presentaba síntomas de reflujo gastroesofágico, caracterizado por acidez frecuente y regurgitación de alimentos.
HP:0004386	el paciente presentaba síntomas de inflamación gastrointestinal.
HP:0002578	el paciente presentó síntomas de vaciado gástrico reducido, caracterizados por un retraso del vaciado gástrico y molestias gastrointestinales asociadas.
HP:0002023	el paciente presenta una anomalía congénita caracterizada por la falta de formación del ano, lo que da lugar a un ano imperforado.
HP:0003987	el paciente presenta una fractura de cúbito.
HP:0001882	el paciente presenta un recuento bajo de glóbulos blancos, lo que indica un sistema inmunitario comprometido.
HP:0004244	el paciente presenta un navicular secundario, concretamente un hueso escafoides accesorio situado en relación con el hueso navicular del pie.
HP:0000687	el paciente presenta un notable espaciamiento dental generalizado, caracterizado por una falta de cierre consistente y generalizada entre los dientes.
HP:0000771	el paciente presenta una enfermedad rara caracterizada por el aumento de las mamas masculinas, también conocido como ginecomastia.
HP:0004244	el paciente presenta una variante del escafoides, caracterizada por un hueso escafoides accesorio que está anormalmente relacionado con el hueso escafoides principal de la muñeca.
HP:0001822	el paciente presenta una articulación metatarsofalángica visiblemente ensanchada, un rasgo característico del hallux valgus.
HP:0007874	el paciente presenta una fisura palpebral en forma de almendra, caracterizada por un margen del párpado superior estrechado o triangular.
HP:0002831	el paciente presenta una longitud coccígea excesiva, caracterizada por un coxis inusualmente largo.
HP:0006315	el paciente presenta un incisivo medio aislado, una anomalía dental poco frecuente caracterizada por la presencia de un único incisivo central en la línea media anterior de la boca.
HP:0007750	el paciente presenta hipoplasia foveal central, caracterizada por el subdesarrollo de la fóvea central, lo que da lugar a una visión central deficiente.
HP:0006446	el paciente presenta condromalacia rotuliana, una afección caracterizada por el reblandecimiento y la degeneración del cartílago articular, agravada por la presencia de una rótula displásica.
HP:0002355	el paciente presenta dificultad para caminar debido al problema.
HP:0006803	el paciente refirió experimentar vivencias perceptivas intensas, caracterizadas por alucinaciones vívidas y percepciones sensoriales distorsionadas.
HP:0006597	el paciente sufría una parálisis del diafragma que le dificultaba respirar correctamente.
HP:0006855	el paciente padecía una enfermedad rara y debilitante caracterizada por la atrofia progresiva del vermis cerebeloso, que le provocaba importantes alteraciones de la coordinación motora y del equilibrio.
HP:0005365	el paciente padecía un raro trastorno inmunológico caracterizado por una grave ausencia de células b en su sistema inmunitario.
HP:0004395	el paciente padecía un trastorno relacionado con la inanición, caracterizado por una malnutrición grave y complicaciones de salud relacionadas.
HP:0001141	el paciente sufrió una reducción extrema de la agudeza visual, lo que le provocó una grave discapacidad visual.
HP:0001686	el paciente sufría afonía, una pérdida de voz repentina e inexplicable.
HP:0006516	el paciente padecía alveolitis alérgica extrínseca, un tipo de neumonitis por hipersensibilidad causada por una reacción alérgica a antígenos ambientales en el lugar de trabajo.
HP:0001639	el paciente padecía una miocardiopatía hipertrófica, caracterizada por un músculo cardiaco agrandado y engrosado.
HP:0002149	el paciente padecía hiperuricemia, una enfermedad caracterizada por un exceso de ácido úrico en el torrente sanguíneo.
HP:0004395	el paciente sufría una alimentación inadecuada debido a un periodo prolongado de desnutrición.
HP:0002121	la paciente sufría convulsiones de pequeño mal, caracterizadas por episodios tónico-clónicos breves y generalizados de alteración de la consciencia.
HP:0001404	el paciente padecía necrosis celular hepática grave, una enfermedad caracterizada por la muerte de las células del hígado debido a daños o lesiones.
HP:0003568	el paciente que padece deficiencia de fosfohexosa isomerasa presenta alteración del metabolismo de la glucosa y síntomas relacionados.
HP:0007354	el paciente padece una enfermedad degenerativa no curable de las neuronas motoras, también conocida como esclerosis lateral amiotrófica .
HP:0004818	el paciente padece hemólisis intravascular crónica, síntoma característico de la hemoglobinuria paroxística nocturna .
HP:0004789	el paciente padece intolerancia a la lactosa, es decir, incapacidad para digerir la lactosa de su dieta.
HP:0002021	el paciente se sometió a una piloromiotomía para aliviar los síntomas de la estenosis pilórica hipertrófica infantil.
HP:0002032	el paciente nació con una atresia esofágica congénita, un defecto de nacimiento en el que parte del esófago no se desarrolla.
HP:0007383	la paciente nació con una ausencia congénita localizada de piel, un defecto congénito poco frecuente caracterizado por una pequeña zona circunscrita de piel ausente.
HP:0001696	el paciente nació con una rara afección conocida como situs inversus, en la que todos sus órganos internos se reflejan en el lado opuesto de su cuerpo respecto a la ubicación anatómica típica.
HP:0007707	el paciente nació con una ausencia hereditaria de cristalino, lo que provocó una afaquia congénita.
HP:0008198	la paciente nació con hipoparatiroidismo congénito, caracterizado por la ausencia completa de glándulas paratiroides al nacer.
HP:0006277	al paciente se le diagnosticó una hiperplasia pancreática benigna, caracterizada por un agrandamiento del páncreas debido a la multiplicación celular.
HP:0001647	al paciente se le diagnosticó una válvula aórtica bicúspide, caracterizada por tener dos valvas en lugar de las tres típicas de una válvula aórtica normal.
HP:0005268	a la paciente se le diagnosticó un óvulo malogrado, un tipo de aborto espontáneo en el que el óvulo fecundado no llega a implantarse en el útero.
HP:0002408	al paciente se le diagnosticó una malformación arteriovenosa cerebral , una anomalía congénita caracterizada por una conexión anormal entre las arterias y las venas del cerebro.
HP:0005550	al paciente se le diagnosticó una leucemia linfocítica crónica caracterizada por una proliferación neoplásica de células b.
HP:0001638	al paciente se le diagnosticó una enfermedad del músculo cardiaco, también conocida como cardiomiopatía.
HP:0000853	al paciente se le diagnosticó bocio, caracterizado por un agrandamiento de la glándula tiroides situada en el cuello.
HP:0006574	al paciente se le diagnosticó una malformación arteriovenosa hepática , un trastorno congénito raro caracterizado por conexiones anormales entre arterias y venas en el hígado.
HP:0002079	al paciente se le diagnosticó un cuerpo calloso hipoplásico, una anomalía congénita caracterizada por la ausencia parcial o completa del cuerpo calloso, que es la mayor estructura de materia blanca del cerebro.
HP:0001659	al paciente se le diagnosticó una válvula aórtica permeable, caracterizada por una válvula defectuosa que permite que la sangre fluya hacia atrás a través de la válvula aórtica, lo que da lugar a una afección conocida como regurgitación aórtica.
HP:0007354	al paciente se le diagnosticó un trastorno neurodegenerativo que afecta a las neuronas motoras, concretamente esclerosis lateral amiotrófica.
HP:0006277	al paciente se le diagnosticó un páncreas que presentaba un crecimiento celular excesivo, una afección conocida como hiperplasia pancreática.
HP:0003085	al paciente se le diagnosticó un peroné prolongado, una afección caracterizada por un hueso peroné anormalmente largo en la parte inferior de la pierna.
HP:0002865	al paciente se le diagnosticó una forma rara y agresiva de cáncer medular de tiroides que había hecho metástasis en múltiples ganglios linfáticos del cuello.
HP:0002688	al paciente se le diagnosticó una rara anomalía congénita caracterizada por la ausencia completa de senos frontales, lo que planteó retos únicos en el manejo de sus síntomas respiratorios y relacionados con los senos paranasales.
HP:0005682	al paciente se le diagnosticó una anomalía congénita rara, caracterizada por una fusión de la articulación subastragalina, que provoca una movilidad limitada del tobillo y una alteración del patrón de marcha.
HP:0002390	al paciente se le diagnosticó una malformación arteriovenosa espinal .
HP:0001629	al paciente se le diagnosticó una comunicación interventricular , una cardiopatía congénita caracterizada por una abertura en la pared del corazón que separa los ventrículos izquierdo y derecho.
HP:0004261	al paciente se le diagnosticó un hamate ensanchado, una afección caracterizada por un hueso hamate anormalmente ancho que resultaba evidente en las imágenes y los exámenes médicos.
HP:0000845	al paciente se le diagnosticó acromegalia, una enfermedad poco frecuente caracterizada por la hipersecreción de la hormona del crecimiento, que le había causado importantes cambios físicos y problemas de salud.
HP:0006733	el paciente fue diagnosticado de leucemia megacariocítica aguda, un trastorno maligno de los megacarioblastos primitivos.
HP:0004791	al paciente se le diagnosticó una úlcera de esófago.
HP:0001903	al paciente se le diagnosticó anemia debido a un bajo número de glóbulos rojos o hemoglobina.
HP:0008660	la paciente fue diagnosticada de aplasia de túbulos renales proximales, un trastorno congénito poco frecuente caracterizado por el subdesarrollo o la ausencia de los túbulos renales proximales, una característica distintiva de la disgenesia renotubular.
HP:0001746	al paciente se le diagnosticó asplenia, una afección médica caracterizada por la ausencia congénita o adquirida del bazo.
HP:0001674	al paciente se le diagnosticó una cardiopatía de tipo canal auriculoventricular, un defecto congénito caracterizado por un orificio en la pared del corazón que separa las cavidades superior e inferior.
HP:0006719	al paciente se le diagnosticaron tumores benignos del tracto gastrointestinal.
HP:0008711	al paciente se le diagnosticó hiperplasia prostática benigna, un agrandamiento no canceroso de la próstata que suele afectar a los hombres a medida que envejecen.
HP:0005944	al paciente se le diagnosticó agenesia pulmonar bilateral, caracterizada por una falta de desarrollo pulmonar en ambos lados.
HP:0005293	al paciente se le diagnosticó una insuficiencia venosa crónica debida al mal funcionamiento de las venas.
HP:0005520	el paciente fue diagnosticado de coagulación intravascular diseminada compensada , lo que indica que su organismo fue capaz de contrarrestar parcialmente el trastorno de la coagulación mediante diversos mecanismos fisiológicos.
HP:0003131	al paciente se le diagnosticó cistinuria, un raro trastorno genético caracterizado por la excreción de cristales de cistina en la orina.
HP:0002020	al paciente se le diagnosticó reflujo gastroesofágico, caracterizado por episodios frecuentes y recurrentes de reflujo de ácido estomacal hacia el esófago.
HP:0004955	al paciente se le diagnosticó tortuosidad arterial generalizada, caracterizada por una curvatura anormal de las arterias de todo el cuerpo.
HP:0004955	al paciente se le diagnosticó torsión arterial generalizada, una enfermedad rara caracterizada por la torsión anormal de las arterias de todo el cuerpo.
HP:0002937	al paciente se le diagnosticó hemivértebra, una afección congénita caracterizada por la ausencia parcial de una o más vértebras de la columna vertebral.
HP:0008232	a la paciente se le diagnosticó el síndrome de fsh elevada, caracterizado por niveles anormalmente elevados de hormona foliculoestimulante en sangre.
HP:0000238	al paciente se le diagnosticó hidrocefalia, enfermedad caracterizada por una acumulación excesiva de líquido cefalorraquídeo en el cerebro.
HP:0003072	al paciente se le diagnosticó hipercalcemia, una afección médica caracterizada por niveles anormalmente altos de calcio en sangre.
HP:0002153	al paciente se le diagnosticó hiperpotasemia, una afección caracterizada por un exceso de potasio en la sangre.
HP:0003228	al paciente se le diagnosticó hipernatremia, una afección caracterizada por niveles de sodio en sangre anormalmente elevados.
HP:0003228	al paciente se le diagnosticó hipernatremia, caracterizada por niveles elevados de sodio en la sangre.
HP:0000870	a la paciente se le diagnosticó hiperprolactinemia, una enfermedad caracterizada por una producción excesiva de prolactina en la hipófisis.
HP:0003113	al paciente se le diagnosticó hipocloremia, una afección caracterizada por una baja concentración de iones cloruro en la sangre.
