HP:0000002	Desviación de la norma de estatura con respecto a la esperada según las normas de edad y sexo.
HP:0034436	Evitar deliberadamente el contacto visual.
HP:0034437	Tendencia a mantener un contacto visual sostenido durante un periodo de tiempo inadecuadamente largo.
HP:0034438	Inflamación del glande
HP:0034439	Se aplica a una anomalía que se sitúa en la porción media arqueada del pie por delante de la articulación del tobillo (es decir, el empeine).
HP:0034440	Se aplica a una lesión cutánea que mejora o se hace más soportable mediante la exposición a la luz ultravioleta (luz solar o fototerapia).
HP:0034441	Una concentración reducida de ácido aspártico en la circulación sanguínea.
HP:0034442	Cualquier desviación de la concentración normal de eritropoyetina en la circulación sanguínea. La eritropoyetina es una hormona glucoproteica producida por las células peritubulares del riñón que estimula la producción de glóbulos rojos.
HP:0034443	Disminución de la concentración de eritropoyetina en la circulación sanguínea. La eritropoyetina es una hormona glucoproteica producida por las células peritubulares del riñón que estimula la producción de glóbulos rojos.
HP:0034444	Cualquier desviación del nivel normal de la enzima gamma-glutamiltransferasa (GGT). La GGT está presente principalmente en las células renales, hepáticas y pancreáticas, pero en otros tejidos hay pequeñas cantidades.
HP:0034445	Disminución del nivel de la enzima gamma-glutamiltransferasa (GGT). La GGT está presente principalmente en las células renales, hepáticas y pancreáticas, pero en otros tejidos hay pequeñas cantidades.
HP:0034446	Aumento de la concentración de histamina en la circulación sanguínea.
HP:0034447	Aumento de la concentración de interleucina-18 en la circulación sanguínea.
HP:0034448	Cualquier desviación de la relación normal entre la concentración sanguínea de ácido fitánico y la de ácido pristánico.
HP:0034449	Una elevación por encima de la relación normal entre la concentración sanguínea de ácido fitánico y la de ácido pristánico.
HP:0034450	Una reducción por debajo de la relación normal entre la concentración sanguínea de ácido fitánico y la de ácido pristánico.
HP:0034451	Comunicación aberrante y patológica entre el recto y la vejiga.
HP:0034452	Una conexión anormal (fístula) entre el recto y el uréter.
HP:0034453	Subdesarrollo del ombligo.
HP:0034454	Las granulaciones aracnoideas (GA) son mechones de membrana aracnoidea invaginados en los senos durales a través de los cuales el líquido cefalorraquídeo (LCR) entra en el sistema venoso. Las lesiones se localizan principalmente en la región parasagital a lo largo del seno sagital superior, observándose ocasionalmente en el seno transverso. Normalmente, los AG de los senos venosos durales suelen tener un tamaño de entre 2 y 8 mm, pero pueden crecer lo suficiente como para expandir los senos durales e incluso la tabla interna, el espacio diploico y la tabla externa del cráneo.
HP:0034455	Aumento de la concentración de taurina en el líquido cefalorraquídeo (LCR).
HP:0034456	Un nivel anormalmente elevado de glutatión en la circulación sanguínea.
HP:0034457	La concentración de hawkinsina en la orina, normalizada para la concentración urinaria, está por encima del límite superior de la normalidad.
HP:0034458	Aumento anormal de la cantidad de ácido fenilpirúvico en la orina.
HP:0034459	Se aplica a un signo o síntoma que mejora o se hace más soportable con la punción lumbar.
HP:0034460	Aumento del nivel de uracilo en el líquido cefalorraquídeo.
HP:0034461	Una cantidad anormalmente elevada de cinurenina en la orina.
HP:0034462	Concentración anormalmente elevada de L-alloisoleucina en el líquido cefalorraquídeo (LCR).
HP:0034463	Aumento de la concentración de hidroxilisina en la circulación sanguínea. La hidroxilisina procede de una modificación hidroxilícica postraduccional de la lisina y es exclusiva del colágeno y de las proteínas que contienen secuencias similares al colágeno. Las concentraciones elevadas de hidroxilisina pueden indicar un aumento del recambio óseo.
HP:0034464	Aumento de la cantidad de L-homocitrulina en la orina. La L-homocitrulina es un derivado de la L-lisina que tiene un grupo carbamoil en la posición N(6). Se encuentra en individuos con trastornos del ciclo de la urea.
HP:0034465	La concentración de ácido 2-hidroxiadípico en la orina, normalizada para la concentración urinaria, está por encima del límite superior de la normalidad.
HP:0034466	Aumento de la cantidad de homoarginina en la orina. La homoarginina es un alfa aminoácido no proteinogénico.
HP:0034467	Aumento de la concentración de cisteína en la orina.
HP:0034468	Los xantomas gástricos (también conocidos como xantelasmas) son lesiones rojas en forma de placa definidas por la presencia de histiocitos que contienen lípidos.
HP:0034469	Cantidad reducida de elastasa pancreática en las heces. Esta característica puede observarse con insuficiencia pancreática.
HP:0034470	Cantidad elevada de cloruro en las heces.
HP:0034471	Aumento relativo anormal de la cantidad de coproporfirina III fecal en comparación con la coproporfirina I en las heces.
HP:0034472	Concentración anormalmente elevada de harderoporfirina en las heces.
HP:0034473	Concentración anormalmente elevada de heptacarboxilporfirina en las heces.
HP:0034474	Concentración anormalmente elevada de pentacarboxilporfirina en las heces.
HP:0034475	Concentración anormalmente elevada de isocoproporfirina en las heces.
HP:0034476	Identificación de la toxina de Clostridium botulinum en las heces.
HP:0034477	Unión anormal de las superficies membranosas de la cápsula hepática y el peritoneo parietal debido a una inflamación o lesión. Las adherencias pueden visualizarse por laparoscopia y pueden tener aspecto de cuerda de violín.
HP:0034478	Aumento anormal del diámetro (dilatación) de los conductos deferentes.
HP:0034479	Aumento anormal del tamaño del epidídimo.
HP:0034481	Producción espontánea de gestos comunicativos que se perciben como extraños o mecánicos, o que están mal integrados con otros medios de comunicación. Esto puede incluir la imitación inexacta de gestos típicos.
HP:0034483	Presencia de linfocitos con múltiples vacuolas (un orgánulo celular unido a una membrana) en la médula ósea.
HP:0034484	La presencia de depósitos de calcio en la médula espinal.
HP:0034485	Lesión quística benigna revestida de epitelio que puede producirse en cualquier parte del neuroeje. Los quistes neuroepiteliales son acumulaciones de líquido ependimario o epitelial de etiología desconocida en el parénquima del sistema nervioso central sin conexión ventricular o subaracnoidea evidente. La mayoría de los quistes son asintomáticos, pero algunos cursan con convulsiones, efecto de masa o, en raras ocasiones, trastornos del movimiento. En el diagnóstico por imagen, se presentan como quistes parenquimatosos similares al LCR, con bordes lisos y redondeados y una intensidad de señal mínima o nula.
HP:0034486	Disminución de la concentración de interleucina-7 en la circulación.
HP:0034487	Aumento de la concentración de interleucina-12 en la circulación sanguínea.
HP:0034488	Aumento de la concentración de interleucina-13 en la circulación sanguínea.
HP:0034489	Aumento de la concentración de interleucina-2 en la circulación sanguínea.
HP:0034490	Aumento de la concentración de interleucina-4 en la circulación sanguínea.
HP:0034491	Aumento de la concentración de interleucina-5 en la circulación sanguínea.
HP:0034492	Una inflamación de las trompas de Falopio.
HP:0034493	Un absceso tubo-ovárico (ATO) es una masa infecciosa compleja de los anexos que se forma como secuela de una enfermedad inflamatoria pélvica.
HP:0034494	Aspecto blanco (radioopacidad) de un seno paranasal en la radiografía.
HP:0034495	Un aumento del nivel de glutamina en el cerebro identificado por espectroscopia de resonancia magnética (MRS).
HP:0034496	Una desviación de la normalidad en el nivel de glutamina en el cerebro identificada por espectroscopia de resonancia magnética (MRS).
HP:0034497	La concentración de ácido hexanoico en la orina, normalizada para la concentración urinaria, está por encima del límite superior de la normalidad.
HP:0034498	La hiperplasia nodular focal hepática (HNF) es un tumor hepático benigno. La FNH se desarrolla en el tejido parenquimatoso hepático que, por lo demás, es histológicamente normal. Macroscópicamente, el tumor se caracteriza por la presencia de una cicatriz deprimida, de color blanco grisáceo, que generalmente (pero no siempre) se localiza en el centro de la lesión, con septos fibrosos que irradian hacia fuera, hacia la periferia del tumor. Esta cicatriz estrellada sólo se encuentra en el 50% de todos los nódulos de HNF, pero su presencia se considera patognomónica. La lesión en sí suele ser de color más claro que el tejido que la rodea, y a veces tiene un tono amarillento. Los nódulos FNH no suelen estar capsulados; sus márgenes están bien definidos y a veces son lobulados.
HP:0034499	Aumento de la cantidad de hierro en la médula ósea.
HP:0034500	Una fractura de la fosa glenoidea, un plato relativamente poco profundo se encuentra en la parte lateral de la escápula y es la parte de la articulación del hombro que se une para articular la cabeza del húmero.
HP:0034501	Aumento anormal de la anchura del mediastino, a menudo definido como superior a 6 u 8 cm.
HP:0034502	Disminución anormal de la anchura del mediastino.
HP:0034503	La torsión ovárica es una torsión de los ligamentos que sostienen los anexos, cortando el flujo sanguíneo al ovario.
HP:0034504	La vesícula biliar septada se caracteriza por la presencia de un tabique que divide la vesícula biliar en dos cámaras. Cuando el tabique que divide la vesícula se encuentra longitudinalmente se denomina vesícula bilobulada y cuando existe un tabique transversal que separa el fondo del resto de la vesícula se denomina vesícula en reloj de arena.
HP:0034505	Aumento anormal del grosor de la pared de la vesícula biliar.
HP:0034506	Aumento anormal del grosor del tamaño de la vesícula biliar.
HP:0034507	Una lesión o inflamación anormal observada en las imágenes de la vesícula biliar.
HP:0034508	Los cuerpos dactilares son cuerpos de inclusión situados en la periferia de las fibras musculares por debajo del sarcolema (subsarcolema), formados por láminas empaquetadas no unidas a membranas y dispuestas en patrones concéntricos que se asemejan a huellas dactilares.
HP:0034509	Acumulación de material miofilamentoso en el interior de fibras musculares individuales, formando cuerpos generalmente redondos, pero ocasionalmente alargados, cuyo tamaño oscila entre 2 y 15 pm. Los denominados cuerpos esferoides se tiñen de verde con la preparación de tricrómico modificado y están presentes principalmente en la periferia de las fibras musculares de tipo 1, donde pueden ocupar grandes sectores claramente delimitados del resto de la fibra muscular seccionada transversalmente.
HP:0034510	Cualquier desviación de la actividad normal o de la tinción histológica de una enzima en el tejido muscular, generalmente medida en una muestra de biopsia muscular.
HP:0034511	Disminución de la actividad de la enzima aconitasa en el tejido muscular.
HP:0034512	Cáncer de uréter que suele aparecer en el tercio distal del uréter y suele diagnosticarse durante la sexta y séptima décadas de la vida. La forma de presentación más común es hematuria macroscópica o dolor en el costado.
HP:0034513	Elevación de la concentración de interferón alfa medida en la circulación sanguínea.
HP:0034514	Malformación tumoral benigna (no cancerosa) formada por una mezcla anormal de células y tejidos que se origina en el hígado.
HP:0034515	El ameloblastoma es un tumor odontogénico benigno generalmente presente en el hueso maxilar. El tumor se origina a partir del epitelio residual del germen dentario, epitelio de quistes odontogénicos epitelio escamoso estratificado y epitelio del órgano del esmalte.
HP:0034516	Se aplica a un signo o síntoma que mejora o se hace más soportable siguiendo una dieta cetogénica.
HP:0034517	Oscurecimiento de la zona de la piel que recubre la espinilla.
HP:0034518	Encías que se dañan con facilidad.
HP:0034519	Presencia de cuerpos de inclusión en el citoplasma de las células musculares que reaccionan positivamente con la fucsina ácida.
HP:0034520	Deterioro de las células del plexo mientérico (también conocido como plexo de Auerbach) situado entre las capas de la propria muscular del esófago.
HP:0034521	Descamación y crecimiento excesivo del tejido córneo de la piel que rodea los orificios corporales (incluidas las zonas peri-auricular, peri-oral, peri-anal.
HP:0034522	Presencia de un número elevado de eosinófilos en un ganglio linfático (generalmente demostrado por biopsia de ganglio linfático).
HP:0034523	Detección de un organismo parasitario en el torrente sanguíneo. Los parásitos de la sangre incluyen plasmodios de la malaria, especies de microfilarias, tripanosomas (los agentes causantes de la enfermedad del sueño africana y la enfermedad de Changas sudamericana) y los agentes causantes de la esquistosomiasis de la vejiga y el intestino.
HP:0034524	Presencia de parásitos tripomastigote en el torrente sanguíneo. Este hallazgo puede demostrarse mediante la identificación de parásitos tripomastigote en frotis de sangre periférica.
HP:0034525	Tumor óseo maligno primario de bajo grado que se localiza predominantemente en la porción media de la tibia. Histológicamente, el adamantinoma clásico es un tumor bifásico caracterizado por componentes epiteliales y osteofibrosos que pueden estar entremezclados entre sí en diversas proporciones y patrones de diferenciación.
HP:0034526	Desviación de la actividad normal de una enzima en el tejido muscular.
HP:0034527	Actividad reducida de la fosfoglicerato quinasa (PGK) en el tejido muscular. La PGK es una enzima glucolítica que cataliza una de las dos reacciones productoras de ATP en la vía glucolítica, mediante la conversión de 1,3-bifosfoglicerato en 3-fosfoglicerato.
HP:0034528	Disminución de la producción de procolágeno de tipo III por fibroblastos cutáneos cultivados.
HP:0034529	Disminución de la actividad de la enzima mioadenilato deaminasa. La mioadenilato deaminasa es la isoforma muscular de la adenosina monofosfato (AMP) deaminasa y cataliza la desaminación del AMP a inosina monofosfato y amoníaco.
HP:0034530	Defecto de desarrollo de un hueso largo, como el fémur o el húmero, que se caracteriza por una desviación marcadamente curva localizada en la diáfisis (eje) del hueso.
HP:0034531	Rotura o desgarro de la tráquea.
HP:0034532	Elevada cantidad de glucógeno en el miocardio.
HP:0034533	Se aplica a un signo o síntoma provocado o producido por la exposición a un inhibidor de la monoaminooxidasa.
HP:0034534	Se aplica a un signo o síntoma provocado o producido por la exposición a un inhibidor de la recaptación de serotonina.
HP:0034535	Se aplica a un signo o síntoma que mejora o se hace más soportable con el tratamiento con acetazolamida.
HP:0034536	Se aplica a un signo o síntoma que mejora o se hace más soportable mediante el tratamiento con un medicamento. Los términos de esta subjerarquía están destinados a los casos en los que el hecho de que una manifestación de una enfermedad responda a un tratamiento específico puede utilizarse en el diagnóstico diferencial.
HP:0034537	Se aplica a un signo o síntoma que mejora o se hace más soportable mediante el tratamiento con vitamina B12.
HP:0034538	Se aplica a un signo o síntoma que mejora o se hace más soportable mediante el tratamiento con tiamina.
HP:0034539	Se aplica a un signo o síntoma que mejora o se hace más soportable gracias al tratamiento con dantroleno.
HP:0034540	Se aplica a un signo o síntoma que mejora o se hace más soportable gracias al tratamiento con biotina.
HP:0034541	Disminución del tamaño medio (diámetro) de los megacariocitos en la médula ósea. El diámetro de los megacariocitos puede evaluarse mediante sistemas automatizados de imagen celular.
HP:0034542	Depresiones largas y estrechas que recorren longitudinalmente los tallos pilosos. Esta característica puede apreciarse mediante microscopía electrónica de barrido.
HP:0034543	Presencia de micobacterias viables en la sangre.
HP:0034544	Actividad reducida de la enzima delta-aminolevulinato deshidratasa. La enzima es activa en los eritrocitos.
HP:0034545	Aumento de la actividad de la enzima inhibidora de la tripsina secretoria pancreática en la circulación sanguínea.
HP:0034546	Anomalía del desarrollo en la que un individuo con un cromosoma X y un cromosoma Y (normalmente 46,XY) tiene útero. El útero y las trompas de Falopio derivan del conducto mülleriano, por lo que este fenotipo suele asociarse también a la presencia de trompas de Falopio.
HP:0034547	Deposición de calcio en el meconio presente en la cavidad interna del intestino fetal. Esta manifestación puede ser el resultado de cualquier obstrucción intestinal distal.
HP:0034548	Defecto del desarrollo caracterizado por el subdesarrollo de la vena porta.
HP:0034549	El leiomioma suprarrenal es un tumor sólido benigno poco frecuente que se desarrolla a partir del músculo liso de la vena suprarrenal y sus afluentes
HP:0034550	Infiltración de la pared del intestino delgado por linfocitos y células plasmáticas maduras.
HP:0034551	Se aplica a un signo o síntoma provocado o producido por la exposición a medicamentos neurolépticos (también conocidos como antipsicóticos).
HP:0034552	Anomalía estructural de los peroxisomas, que son pequeños orgánulos metabólicos cerrados por membrana con funciones en el metabolismo de lípidos complejos y especies iónicas reactivas.
HP:0034553	Ausencia de peroxisomas observables. Esta característica puede observarse mediante tinción inmunohistoquímica de células cultivadas (como fibroblastos) o mediante microscopía electrónica.
HP:0034554	Número reducido de peroxisomas observables por célula. Esta característica puede observarse mediante tinción inmunohistoquímica de células cultivadas (como fibroblastos) o mediante microscopía electrónica.
HP:0034555	Reducción de la actividad de la enzima sulfuro:quinona oxidorreductasa, que suele medirse en una muestra de biopsia de hígado o músculo.
HP:0034556	Se refiere a la distribución de los déficits neurológicos que corresponde a un déficit de un segmento espinal específico y de todos los segmentos por debajo de él.
HP:0034557	Los tumores rabdoides son neoplasias agresivas poco frecuentes en lactantes y niños pequeños con un mal pronóstico. Las localizaciones anatómicas más frecuentes son el sistema nervioso central, los riñones y otros tejidos blandos.
HP:0034558	Neoplasia de ovario muy agresiva y extremadamente rara que suele afectar a niños. El término rabdoide se utiliza porque las células tumorales se parecen a los rabdomioblastos pero carecen de marcadores miogénicos.
HP:0034559	Neoplasias raras y agresivas que se desarrollan principalmente en el riñón, pero también en tejidos cerebrales y extracerebrales y raramente en el corazón. Histológicamente, los tumores rabdoides renales y extrarrenales comparten características comunes. Las células son poligonales, con núcleos excéntricos, vesiculares y nucleolos prominentes, e inclusiones citoplasmáticas eosinofílicas. Los tumores presentan un patrón de crecimiento infiltrativo, necrosis y alto índice proliferativo. Las herramientas inmunohistoquímicas de investigación facilitan el diagnóstico diferencial al mostrar la pérdida de expresión de INI-1, normalmente acompañada de mutaciones en la línea germinal del gen SMARCB1. Cuando el INI-1 sigue expresándose en los tejidos afectados, debe considerarse un tumor rabdoide con mutaciones SMARCA4.
HP:0034560	Un tumor rabdoide (una neoplasia agresiva poco frecuente en lactantes y niños pequeños con mal pronóstico) originado en la vejiga urinaria.
HP:0034561	Tumor rabdoide malginante (TRM) originado en el hígado. Los TRM se caracterizan por la presencia de células redondas o poligonales con abundante citoplasma eosinofílico, inclusiones perinucleares eosinofílicas típicas, núcleos vesiculares y nucleolos prominentes. La expresión inmunohistoquímica de vimentina y marcadores epiteliales y la ausencia de tinción para S-100, mioglobina y desmina se encuentran con frecuencia, pero son inespecíficas.
HP:0034562	Tumor rabdoide malginante (TRM) originado en el tejido muscular.
HP:0034563	Un teratoma localizado en el cuello.
HP:0034564	Un teratoma localizado en un riñón.
HP:0034565	Aumento de la cantidad de 5-amino-4-imidazolecarboxamida(AICA)-ribósido en la orina. El AICA-ribósido es el homólogo desfosforilado del AICAR, un intermediario de la biosíntesis de novo de purinas.
HP:0034566	Anomalía del desarrollo caracterizada por la falta de desarrollo de la arteria comunicante posterior.
HP:0034567	Anomalía del desarrollo caracterizada por la excavación congénita de la cabeza del nervio óptico.
HP:0034568	Se aplica a un signo o síntoma que mejora o se hace más soportable mediante el tratamiento con naloxona, un antagonista de los opiáceos.
HP:0034569	Se aplica a un signo o síntoma que mejora o se hace más soportable por la ingestión de fosfato de piridoxal (vitamina B6 activada).
HP:0034570	Aumento de la anchura de la pared vascular de las vénulas porta dentro del hígado.
HP:0034571	Proliferación excesiva de fibroblastos y deposición de matriz extracelular en el ovario.
HP:0034572	Proceso en el que los melanosomas (gránulos de melanina) se depositan en la dermis. Se observa que los melanosomas dérmicos se encuentran principalmente en los macrófagos. Este fenómeno de incontinencia pigmentaria suele seguir a un proceso inflamatorio cuya característica básica es la lesión de las células basales, como en el liquen plano, el lupus eritematoso, la melanosis de Riehl, la incontinentia pigmenti (Bloch-Sulzberger) y la erupción medicamentosa fija. La incontinencia pigmentaria, o caída de melanina epidérmica en la dermis, produce con frecuencia una pigmentación gris pizarra clínicamente reconocible y característica.
HP:0034574	Cantidad de queratina 10 en la epidermis por debajo del límite inferior de la normalidad. El hallazgo suele determinarse mediante microscopía inmunofluorescente.
HP:0034576	Cantidad inferior a la normal del antígeno 1 del penfigoide ampolloso (BP230) en la epidermis.
HP:0034581	Presencia de Trypanosoma cruzi en el torrente sanguíneo. Trypanosoma cruzii es el agente etiológico de la enfermedad de Chagas.
HP:0034582	Desviación de la distribución normal de los tipos de células o de sus proporciones relativas en un ganglio linfático.
HP:0034583	Ganglio linfático con aumento del número de macrófagos muy cargados de lípidos.
HP:0034584	Anomalía estructural del acino pancreático.
HP:0034585	Defecto del desarrollo caracterizado por el subdesarrollo del nervio coclear.
HP:0034586	Nivel de glutatión en la orina por encima del límite superior de la normalidad.
HP:0034587	El nevus psiloliparus es un nevus raro de tejido adiposo marcador de lipomatosis encefalocraniocutánea, un síndrome neurocutáneo con anomalías oculares y del sistema nervioso central. Clínicamente, el nevus psiloliparus suele describirse como una alopecia congénita y aparece como una zona de alopecia circunscrita de forma irregular en el cuero cabelludo. La histopatología demuestra una ausencia casi completa de folículos pilosos maduros, con preservación de los músculos arrectores pili y adipocitos maduros en la dermis.
HP:0034588	La hiperplasia de las criptas denota el alargamiento de la longitud de las criptas de Lieberkuhn, un proceso que inicialmente precede a la atrofia de las vellosidades. La elongación puede deberse a la expansión de la lámina propia como resultado de la proliferación de células estromales, la afluencia de células inflamatorias y la remodelación tisular.
HP:0034589	Concentración de dehidroepiandrosterona-sulfato en la circulación sanguínea por encima del límite superior de la normalidad.
HP:0034590	Cualquier desviación de la concentración normal de globulina fijadora de tiroxina (TBG) en la circulación sanguínea.
HP:0034591	Reducción de la concentración normal de globulina fijadora de tiroxina (TBG) en la circulación sanguínea.
HP:0034592	Aumento de la concentración de ácido beta-aminoisobutírico en la circulación sanguínea.
HP:0034593	Aumento de la concentración de dihidrouracilo en la circulación sanguínea. El dihidrouracilo es un intermediario en el catabolismo del uracilo que también se conoce como 5,6-dihidrouracilo.
HP:0034594	Aumento de la concentración de dihidrotimina en la circulación sanguínea. El dihidrouracilo es un intermediario en el catabolismo de la timina.
HP:0034595	Aumento de la concentración de N-carbamoil-beta-alanina en la circulación sanguínea.
HP:0034596	Aumento de la concentración de 5-hidroximetiluracilo en la circulación sanguínea.
HP:0034597	Concentración de creatinina en el líquido cefalorraquídeo por debajo del límite inferior de la normalidad.
HP:0034598	Aumento de la cantidad de creatina en la orina.
HP:0034599	Concentración de biotina en la circulación sanguínea por debajo del límite inferior de la normalidad.
HP:0034600	Concentración de trombopoyetina en la circulación sanguínea por encima del límite superior de la normalidad. La trombopoyetina es una hormona glucoproteica producida por el hígado y el riñón que estimula la producción y diferenciación de megacariocitos.
HP:0034601	Concentración o actividad de la proteína C1q en la circulación sanguínea por debajo del límite inferior de la normalidad. La C1q es el primer componente de la vía clásica y está compuesta por las cadenas C1qA, C1qB y C1qC, codificadas por los genes C1qA, C1qB y C1qC.
HP:0034602	Concentración de apolipoproteína A-II por debajo del límite inferior de la normalidad.
HP:0034603	Concentración de CA19-9 por encima del límite superior de la normalidad.
HP:0034604	Concentración de DOPA (3,4-dihidroxifenilalanina) en la circulación sanguínea por encima del límite superior de la normalidad.
HP:0034605	Concentración de DOPA (3,4-dihidroxifenilalanina) en el líquido cefalorraquídeo por encima del límite superior de la normalidad.
HP:0034606	Concentración de porfirinas o de una porfirina específica por encima del límite superior de la normalidad. Las porfirinas circulantes que se analizan con más frecuencia son la coproporfirina, la protoporfirina y la uroporfirina. Normalmente, la protoporfirina es la que está presente en mayor concentración.
HP:0034607	Concentración de 17-hidroxiprogesterona en la circulación sanguínea por debajo del límite inferior de la normalidad.
HP:0034608	Concentración de transcobalamina II en la circulación sanguínea por debajo del límite inferior de la normalidad.
HP:0034609	Aumento de la variación en el color de los eritrocitos (glóbulos rojos), incluyendo colores rojo pálido, normal u oscuro, lo que indica una concentración de hemoglobina muy variable. Típicamente, esto indica la liberación de eritrocitos inmaduros en estados de anemia.
HP:0034610	Concentración de mio-inositol en la circulación sanguínea por debajo del límite inferior de la normalidad.
HP:0034611	Concentración de arabinitol en la circulación sanguínea por encima del límite superior de la normalidad.
HP:0034612	Cantidad de arabitol en la orina por encima del límite superior de la normalidad.
HP:0034613	Cantidad de eritritol en la orina por encima del límite superior de la normalidad.
HP:0034614	Concentración de eritritol en la circulación sanguínea por encima del límite superior de la normalidad.
HP:0034615	Concentración de metaloproteinasa de matriz 2 en la circulación sanguínea por debajo del límite inferior de la normalidad.
HP:0034616	La concentración de una coenzima (molécula orgánica que se une a los sitios activos de una enzima para favorecer la catálisis de una reacción) está por encima o por debajo de los límites de la normalidad.
HP:0034617	Concentración de S-adenosilmetionina (SAM) en la circulación sanguínea por encima del límite superior de la normalidad. La SAM es un cosustrato que interviene en la transferencia de grupos metilo, la transulfuración y la aminopropilación.
HP:0034618	Concentración de la proteína cofactor de membrana en la circulación sanguínea fuera de los límites de la normalidad. La proteína cofactor de membrana (MCP, CD46) es una proteína reguladora del complemento de la superficie celular que actúa como cofactor para la escisión mediada por el factor I de los componentes del complemento activado C3b/C4b.
HP:0034619	Concentración de la proteína cofactor de membrana en la circulación sanguínea por debajo del límite inferior de la normalidad.
HP:0034620	Concentración de la proteína cofactor de membrana en la circulación sanguínea por encima del límite superior de la normalidad.
HP:0034621	Depósitos de lípidos localizados en el hígado. Los xantomas son benignos, pero suelen ser un signo visible importante de enfermedades sistémicas como la hipercolesterolemia familiar.
HP:0034622	Depósitos de lípidos localizados en la glándula suprarrenal. Los xantomas son benignos, pero suelen ser un signo visible importante de afecciones sistémicas como la hipercolesterolemia familiar.
HP:0034623	Depósitos de lípidos localizados en el bazo. Los xantomas son benignos, pero suelen ser un signo visible importante de enfermedades sistémicas como la hipercolesterolemia familiar.
HP:0034624	Depósitos lipídicos localizados en la médula espinal. Los xantomas son benignos, pero suelen ser un signo visible importante de enfermedades sistémicas como la hipercolesterolemia familiar.
HP:0034625	Depósitos de lípidos localizados en el cerebro. Los xantomas son benignos, pero suelen ser un signo visible importante de enfermedades sistémicas como la hipercolesterolemia familiar.
HP:0034626	Depósitos lipídicos localizados en el pulmón. Los xantomas son benignos, pero suelen ser un signo visible importante de enfermedades sistémicas como la hipercolesterolemia familiar.
HP:0034627	Depósitos de lípidos localizados en la médula ósea. Los xantomas son benignos, pero suelen ser un signo visible importante de enfermedades sistémicas como la hipercolesterolemia familiar.
HP:0034628	Depósitos lipídicos localizados en uno o varios ganglios linfáticos. Los xantomas son benignos, pero suelen ser un signo visible importante de enfermedades sistémicas como la hipercolesterolemia familiar.
HP:0034629	El xantoma óseo es un tumor óseo primario benigno extremadamente raro, caracterizado histológicamente por células mononucleares similares a macrófagos, abundantes células espumosas y células gigantes multinucleadas.
HP:0034630	Se aplica a un signo o síntoma que mejora o se hace más soportable con el tratamiento con ácido folínico.
HP:0034631	Se aplica a un signo o síntoma provocado o producido por la exposición a un anestésico de succinilcolina como el suxametonio.
HP:0034632	Antecedentes de haber sido tratado con un medicamento andrógeno exógeno.
HP:0034633	Disminución de la actividad de la enzima enolasa en el tejido muscular. La enzima enolasa cataliza la interconversión de 2-fosfoglicerato y fosfoenolpiruvato. En el músculo humano adulto, más del 90% de la actividad de la enolasa corresponde a la subunidad beta-enolasa, el producto proteico del gen ENO3.
HP:0034634	Antecedentes de haber sido tratado con un antagonista dopaminérgico, incluyendo metaclopramida, fenotiazina; haloperidol, clorpromazina, prometazina, proclorperazina, ziprasidona y quetiapina.
HP:0034635	Presencia de cuerpos de inclusión en el citoplasma de las células musculares que contienen una mezcla de gránulos y filamentos.
HP:0034636	Formación de vacuolas (espacio dentro de una célula vacío de citoplasma, revestido de una membrana y lleno de líquido) en el citoplasma de los precursores mieloides de la médula ósea.
HP:0034637	Un cilindroma localizado en el pulmón. Los cilindromas son tumores nodulares bien circunscritos, lisos, de color rosa pálido, a menudo con vasos arboriformes visibles. Los tumores crecen lentamente y varían en tamaño desde unos pocos milímetros hasta más de 5 mm.
HP:0034638	Líquido visible en la superficie colónica que contiene fibrina, células inflamatorias y restos celulares.
HP:0034639	Presencia de filaria en el torrente sanguíneo. La filariasis es una causa común de elefantiasis en los distritos costeros de la India. Las manifestaciones iniciales son episodios repetidos de fiebre con escalofríos y rigor, linfadenopatía que progresan gradualmente a elefantiasis. En India, la infestación filárica suele estar causada por W. bancrofti y Brugia malayi, siendo la primera responsable de casi el 98% de todos los casos.
HP:0034640	Presencia de un agente infeccioso en la piel.
HP:0034641	Presencia de filarias en la piel.
HP:0034642	Acumulación de inmunoglobulina A (IgA) alrededor de las papilas dérmicas, que son células especializadas que sostienen el folículo piloso.
HP:0034643	Acumulación de anticuerpos unidos a antígenos en la piel.
HP:0034644	La concentración de un metabolito en el hígado está por encima o por debajo de los límites de la normalidad.
HP:0034645	Acumulación intracelular de cuerpos de poliglucosano que contienen polisacáridos similares a la amilopectina en el hígado.
HP:0034646	Un neurofibroma (tumor benigno de la vaina nerviosa periférica) localizado en la vejiga urinaria.
HP:0034647	Agregación de macrófagos (que se forman en respuesta a una inflamación crónica) localizada en el revestimiento de una articulación (sinovia).
HP:0034648	La concentración de ácido fumárico en la orina, normalizada para la concentración urinaria, está por encima del límite superior de la normalidad.
HP:0034649	La cantidad de N-acetilaspartato en la orina, cuando se corrige la concentración urinaria, está por encima del límite superior de la normalidad. Esta característica puede medirse mediante cromatografía de gases-espectrometría de masas.
HP:0034650	Nivel de suberilglicina en orina por encima del límite superior de la normalidad.
HP:0034651	Nivel de fenilpropionilglicina en orina por encima del límite superior de la normalidad.
HP:0034652	La concentración de ácido octenedioico en la orina, normalizada para la concentración urinaria, está por encima del límite superior de la normalidad.
