HP_ID,info
HP:0000884,"the patient exhibited a noticeable excessive sternal projection, characterized by a prominent sternum that protruded beyond the normal anatomical limits."
HP:0000687,"the patient exhibited a noticeable generalized spacing of teeth, characterized by a consistent gap between each tooth along the dental arch."
HP:0000426,the patient exhibited a noticeably prominent nasal root.
HP:0000448,"the patient exhibited a noticeably prominent nose with a distinctive projection, which was one of the defining features of their facial structure."
HP:0000741,"the patient exhibited a pervasive lack of feeling, emotion, interest, motivation, and initiation, characterized by a profound apathy and disengagement from life."
HP:0001667,the patient exhibited a pressure overload right ventricular hypertrophy.
HP:0003645,the patient exhibited a prolonged activated partial thromboplastin time .
HP:0005542,the patient exhibited a prolonged clotting time due to an abnormally long clotting period.
HP:0003645,the patient exhibited a prolonged partial thromboplastin time during the routine blood test.
HP:0006611,"the patient exhibited a rare congenital anomaly characterized by a decreased number of sternal ossification centers, a finding that was observed during a routine radiological examination."
HP:0001278,"the patient exhibited a significant decrease in blood pressure upon standing up, indicating orthostatic hypotension."
HP:0007001,"the patient exhibited a significant loss of purkinje cells in the cerebellar vermis, a characteristic feature of spinocerebellar ataxia."
HP:0000613,the patient exhibited a strong aversion to light exposure due to their sensitivity to photophobia.
HP:0003049,the patient exhibited abnormal ulnar deviation of the wrist joint.
HP:0005542,the patient exhibited an abnormal prolonged clotting time due to excessive clotting.
HP:0004303,"the patient exhibited an abnormality of muscle fibers, characterized by irregularities in fiber size and structure."
HP:0000550,"the patient exhibited an absent electroretinogram , indicating a complete lack of electrical activity in the retina."
HP:0001953,"the patient exhibited an accumulation of ketones in their urine, indicating a possible diagnosis of diabetic ketoacidosis."
HP:0001950,"the patient exhibited an elevated blood ph with a concurrent decrease in partial pressure of carbon dioxide, indicating respiratory alkalosis."
HP:0005117,the patient exhibited an elevated diastolic blood pressure.
HP:0001899,the patient exhibited an increased hematocrit level.
HP:0006699,"the patient exhibited atrial ectopic depolarizations, characterized by premature atrial contractions that originated from abnormal areas of the atrial muscle."
HP:0007270,"the patient exhibited atypical absence seizures characterized by brief, random lapses of consciousness without warning."
HP:0005327,"the patient exhibited decreased facial movement, characterized by a subtle loss of facial expression and reduced ability to control facial muscles."
HP:0003010,"the patient exhibited delayed hemostasis, characterized by a prolonged bleeding time and difficulty in forming blood clots."
HP:0001953,"the patient exhibited elevated ketone bodies in their blood, indicating a possible state of diabetic ketoacidosis."
HP:0005168,"the patient exhibited elevated right atrial pressure, indicative of cardiac dysfunction."
HP:0003131,"the patient exhibited excessive cystine excretion in their urine, a characteristic feature of cystinuria, a rare genetic disorder affecting amino acid metabolism."
HP:0001978,"the patient exhibited extramedullary hematopoiesis, characterized by the presence of immature blood cells in tissues outside the bone marrow."
HP:0001894,"the patient exhibited high platelet numbers, indicating a thrombocytosis condition."
HP:0000719,the patient exhibited inappropriate behavior.
HP:0008768,the patient exhibited inappropriate sexual behavior during therapy sessions.
HP:0006277,"the patient exhibited increased cell proliferation in the pancreas, indicating a potential case of pancreatic hyperplasia."
HP:0001901,"the patient exhibited increased red blood cells, a condition known as polycythemia."
HP:0003081,the patient exhibited increased urinary potassium levels.
HP:0006548,"the patient exhibited irregular vascular channels in their lungs, indicating a possible diagnosis of pulmonary arteriovenous malformation."
HP:0001667,"the patient exhibited marked asymmetric right ventricular hypertrophy, characterized by a significant increase in the thickness and mass of the right ventricular wall."
HP:0000722,"the patient exhibited obsessive-compulsive behavior, characterized by recurring and intrusive thoughts and compulsions to perform repetitive rituals."
HP:0001876,"the patient exhibited pancytopenia, a rare condition characterized by a simultaneous decrease in the production of all three types of blood cells: red blood cells, white blood cells, and platelets."
HP:0007766,"the patient exhibited poorly defined optic disc margins, a characteristic feature of optic disc hypoplasia."
HP:0005487,"the patient exhibited prominent frontal suture ridging, a characteristic cranial feature often seen in individuals of certain ethnic or geographic backgrounds."
HP:0000897,"the patient exhibited prominent rachitic changes in their ribs, characterized by softening and widening of the rib cartilage, resulting in a characteristic ""rachitic rosary"" appearance."
HP:0002193,"the patient exhibited pseudobulbar behavioral symptoms, characterized by sudden, involuntary outbursts of laughter or crying, which were not reflective of their emotional state."
HP:0003200,"the patient exhibited ragged red muscle fibers, a characteristic feature of mitochondrial myopathies."
HP:0000733,"the patient exhibited repetitive and stereotypic behaviors, characterized by the frequent and ritualistic performance of specific actions."
HP:0008762,"the patient exhibited repetitive compulsive behavior, characterized by an intense urge to perform ritualistic actions in a specific and rigid manner."
HP:0000723,"the patient exhibited restricted behavior, characterized by a lack of spontaneity and inflexibility in their daily activities."
HP:0003462,the patient exhibited significantly elevated 8-dehydrocholesterol levels in their blood test results.
HP:0001981,"the patient exhibited signs of intravascular red blood cell damage, characterized by the fragmentation of erythrocytes and the presence of schistocytes in the peripheral blood."
HP:0002329,"the patient exhibited somnolence, characterized by excessive drowsiness and a tendency to fall asleep easily."
HP:0000733,"the patient exhibited stereotyped behavior, characterized by repetitive and ritualistic actions."
HP:0000733,the patient exhibited stereotypic behavior.
HP:0000733,"the patient exhibited stereotypic behaviors, characterized by repetitive and purposeless movements that were often accompanied by vocalizations and facial expressions."
HP:0006462,the patient exhibited symptoms of generalized bone demineralization.
HP:0002046,"the patient exhibited symptoms of heat intolerance, characterized by an inability to withstand high temperatures, leading to frequent heat exhaustion episodes."
HP:0003113,"the patient exhibited symptoms of hypochloremia, a condition characterized by a chloride deficiency in the blood."
HP:0002902,"the patient exhibited symptoms of hyponatremia, characterized by a decreased sodium concentration in the blood."
HP:0002307,"the patient exhibited unintentional saliva leakage, characterized by frequent and uncontrollable drooling."
HP:0006682,"the patient exhibited ventricular ectopics, characterized by premature ventricular contractions that were detected on the electrocardiogram."
HP:0008760,the patient exhibited violent behavior.
HP:0004646,the patient exhibits a characteristic feature of a small nasal bone structure.
HP:0005168,the patient exhibits a condition characterized by elevated right atrial pressure.
HP:0003387,the patient exhibits a decreased number of large peripheral myelinated nerve fibers.
HP:0005876,"the patient exhibits a decreasing range of motion, characterized by a loss of flexibility and stiffening of the joints, which is a common manifestation of progressive flexion contractures."
HP:0001054,the patient exhibits a noticeable presence of numerous moles on their skin.
HP:0003513,the patient exhibits a reduced ratio of renal calcium clearance to creatinine clearance.
HP:0003182,"the patient exhibits a relatively shallow acetabular fossa depth, a characteristic that may influence the choice of surgical approach for hip joint procedures."
HP:0007598,"the patient exhibits a triradius shift, characterized by the anomaly in the location of the triradius, which is shifted in individuals with bilateral single transverse palmar creases."
HP:0006446,"the patient exhibits an abnormal patellar tracking, characterized by an irregular movement of the patella along the femoral groove during knee flexion and extension, potentially caused by a dysplastic patella."
HP:0000426,"the patient exhibits an exaggerated nasal root projection, characterized by a prominent and protruding nasal bridge."
HP:0001898,the patient exhibits an increased red blood cell mass.
HP:0006323,"the patient exhibits early deciduous tooth loss, characterized by the premature loss of primary teeth, typically occurring before the age of six."
HP:0003131,"the patient exhibits high levels of cystine in their urine, indicating a potential diagnosis of cystinuria."
HP:0003529,the patient exhibits parathormone-independent increased renal tubular calcium reabsorption.
HP:0006446,"the patient exhibits poor patellar alignment, characterized by a misalignment of the patella in relation to the femur, which can be caused by dysplastic patella and lead to various complications."
HP:0003890,the patient exhibits prominent deltoid tuberosities with increased projection.
HP:0007824,"the patient exhibits total internal and external ophthalmoplegia, a rare condition characterized by a complete loss of eye movement control, affecting both the extrinsic and intrinsic ocular muscles."
HP:0002875,"the patient experienced exertional dyspnea, characterized by labored breathing that worsened with physical activity."
HP:0003698,the patient experiences frequent sitting down due to their difficulty standing.
HP:0005197,the patient experiences persistent generalized morning stiffness that lasts for several hours after waking up.
HP:0000085,"the patient had a congenital anomaly characterized by fused renal tissue across the midline, resulting in a horseshoe kidney."
HP:0002690,"the patient had a noticeably enlarged sella turcica, a condition characterized by an abnormal expansion of the bony structure at the base of the brain."
HP:0002558,"the patient had a rare congenital anomaly, polythelia, characterized by the presence of supernumerary nipples."
HP:0003231,"the patient has a condition characterized by elevated blood tyrosine levels, also known as raised blood tyrosine or hypertyrosinemia."
HP:0007383,"the patient has a congenital localized absence of skin, characterized by a specific area of missing skin tissue present at birth."
HP:0008007,"the patient has a developmental anomaly of the anterior chamber angle, a congenital condition characterized by an abnormal development of the eyes' drainage system, which leads to primary congenital glaucoma ."
HP:0008648,"the patient has a dorsal urethral meatus, a rare congenital anomaly where the opening of the urethra is located at the tip of the penis, distinct from the more common anteriorly displaced urethral meatus."
HP:0001195,"the patient has a double vessel cord, indicating the presence of two umbilical arteries instead of the typical single umbilical artery."
HP:0006446,"the patient has a dysplastic patella, a developmental anomaly characterized by an abnormal formation of the kneecap."
HP:0004850,the patient has a history of recurrent deep vein thrombosis .
HP:0000878,the patient has a normal anatomy with 11 pairs of ribs.
HP:0003762,"the patient has a rare congenital condition characterized by the presence of two distinct uterine bodies, a phenomenon known as uterus didelphys."
HP:0001631,"the patient has a septal defect, specifically a hole in the heart wall separating the two upper heart chambers, also known as an atrial septal defect."
HP:0001629,"the patient has a ventricular septal defect, a hole in the heart wall that separates the two lower heart chambers, the left and right ventricles."
HP:0008660,"the patient has agenetic renal tubules, a characteristic feature of renotubular dysgenesis, which is characterized by the complete absence of renal tubules."
HP:0001667,the patient has an athletic heart with right ventricular hypertrophy.
HP:0002740,the patient has an increased predisposition to e coli infections due to their underlying medical condition.
HP:0004244,"the patient has an os styloideum, a small additional bone that is often referred to as an accessory scaphoid and is located in the wrist area."
HP:0001644,the patient has been diagnosed with dilated cardiomyopathy .
HP:0000121,"the patient has been diagnosed with nephrocalcinosis, a condition characterized by excessive calcium deposition in the kidneys."
HP:0004754,the patient has been diagnosed with permanent atrial fibrillation.
HP:0008660,"the patient has been diagnosed with renal tubular aplasia, a rare congenital disorder characterized by the complete absence of renal tubules, a hallmark feature of renotubular dysgenesis."
HP:0002044,the patient has been diagnosed with zes abdominal lymph node gastrin-secreting tumors.
HP:0000851,"the patient has been living with congenital hypothyroidism, characterized by the absence of thyroid function since birth."
HP:0003551,the patient has difficulty climbing stairs due to their mobility limitations.
HP:0001639,"the patient has hypertrophic cardiomyopathy , a condition characterized by the thickening of the heart muscle."
HP:0004754,the patient is a chronic atrial fibrillation sufferer who has been unable to convert to a normal sinus rhythm.
HP:0006749,the patient is being treated for a diagnosis of malignant gastrointestinal tract tumors.
HP:0004848,the patient is diagnosed with philadelphia-positive acute lymphoblastic leukemia.
HP:0000371,the patient is experiencing an earache due to acute otitis media.
HP:0005021,the patient is experiencing bilateral elbow dislocations.
HP:0000802,"the patient is experiencing erectile dysfunction, characterized by an inability to sustain an erection."
HP:0002149,"the patient is experiencing hyperuricemia, characterized by an abnormally high concentration of uric acid in their blood."
HP:0001663,the patient is experiencing ventricular fibrillation.
HP:0001623,"the patient is presenting with a fetus whose feet or buttocks are positioned near the opening of the uterus, indicating a breech presentation."
HP:0006378,"the patient is suffering from a condition characterized by the resorption of patella, a process of bone breakdown and resorption that occurs in osteolysis of patellae."
HP:0006689,"the patient is suffering from a severe case of bacterial endocarditis, a heart infection caused by bacteria."
HP:0002149,"the patient is suffering from hyperuricemia, a condition characterized by excessive uric acid buildup in the blood."
HP:0002102,"the patient is suffering from pleurisy, which is an inflammation of the tissues lining the lungs and chest."
HP:0002878,"the patient is suffering from respiratory failure, characterized by an inability to maintain homeostasis and regulate their breathing patterns."
HP:0008606,"the patient presented with a chronic, painful supraauricular fistula that had been draining pus and causing discomfort for several months."
HP:0007482,the patient presented with a cluster of generalized papillary lesions on the skin.
HP:0001741,"the patient presented with a complex case of foreskin pathology, characterized by a chronic inflammatory process that had led to the development of a phimosis, requiring surgical intervention to restore normal penile function."
HP:0003387,the patient presented with a condition characterized by the loss of larger myelinated nerve fibers.
HP:0001331,"the patient presented with a congenital anomaly characterized by the absence of the septum pellucidum, a thin membrane separating the two lateral ventricles of the brain."
HP:0001976,"the patient presented with a decreased antithrombin iii concentration, which increases the risk of thrombosis and embolism."
HP:0005575,the patient presented with a diagnosis of dysregulated complement-mediated hemolytic uremic syndrome .
HP:0000031,"the patient presented with a diagnosis of epididymitis, characterized by inflammation of the epididymis."
HP:0000471,"the patient presented with a diagnosis of gastrointestinal angiodysplasia, characterized by abnormal, dilated blood vessels in the lining of the gastrointestinal tract."
HP:0000794,"the patient presented with a diagnosis of iga nephropathy, characterized by the deposition of iga immune complexes in the mesangial region of the kidneys."
HP:0001894,"the patient presented with a diagnosis of thrombocytosis, characterized by an overproduction of platelets."
HP:0008826,"the patient presented with a femoral head subluxation, characterized by a partial dislocation of the femoral head from the acetabulum."
HP:0003978,the patient presented with a fractured radius that required immediate medical attention.
HP:0007459,"the patient presented with a generalized inability to sweat, a condition characterized by an impaired thermoregulatory response."
HP:0003716,"the patient presented with a generalized muscular appearance from birth, characterized by a uniform distribution of muscle mass throughout their body."
HP:0000551,"the patient presented with a loss in color vision, characterized by difficulty distinguishing between certain hues."
HP:0001903,"the patient presented with a low number of red blood cells or hemoglobin, indicating anemia."
HP:0005274,"the patient presented with a noticeable bulging tip of nose, a characteristic feature of a prominent nasal tip deformity."
HP:0006040,"the patient presented with a prolonged 2nd metacarpal, a condition characterized by an abnormally long second metacarpal bone in the hand."
HP:0000276,"the patient presented with a prolonged facial length, characterized by an unusually long face shape."
HP:0005487,the patient presented with a prominent metopic suture that was still visible due to a distinct metopic suture.
HP:0005575,"the patient presented with a rare case of hemolytic uremic syndrome, which was identified as shiga toxin-independent hus, characterized by the absence of shiga toxin-producing escherichia coli infection."
HP:0001177,"the patient presented with a rare congenital anomaly characterized by preaxial thumb duplication, resulting in the formation of an extra thumb on the radial side of the normal thumb."
HP:0004598,"the patient presented with a rare congenital anomaly characterized by supernumerary vertebral ossification centers, resulting in an abnormal spinal column configuration."
HP:0008358,"the patient presented with a rare genetic disorder characterized by elevated levels of hyperproline in their blood plasma, a condition known as hyperprolinemia."
HP:0003231,"the patient presented with a rare genetic disorder, characterized by elevated levels of tyrosine, a hallmark symptom of hypertyrosinemia."
HP:0000265,"the patient presented with a reddened mastoid area, indicative of acute mastoiditis."
HP:0004796,the patient presented with a severe gastrointestinal obstruction that required immediate surgical intervention.
HP:0007569,"the patient presented with a widespread, generalized eruption characterized by a cluster of small, yellowish, oily patches and scales on the face, scalp, and chest, consistent with a diagnosis of generalized seborrheic dermatitis."
HP:0000771,"the patient presented with abnormal mammary gland growth in men, a rare condition known as gynecomastia."
HP:0003239,"the patient presented with abnormally high urine phosphoethanolamine levels, indicating a potential underlying metabolic disorder."
HP:0002105,"the patient presented with acute respiratory tract bleeding, characterized by coughing up blood and hemoptysis."
HP:0004836,"the patient presented with an abnormal proliferation of promyelocytes, a characteristic feature of acute promyelocytic leukemia."
HP:0000119,the patient presented with an abnormality of the genitourinary system.
HP:0000870,"the patient presented with an elevated prolactin hormone level, indicating hyperprolactinemia."
HP:0000771,the patient presented with an enlarged male breast due to gynecomastia.
HP:0002040,"the patient presented with an enlarged vein in the esophagus, a condition known as esophageal varices."
HP:0000232,"the patient presented with an everted lower lip, characterized by a protrusion of the lower lip beyond its normal position."
HP:0000054,"the patient presented with an infantile penile length, characterized by an abnormally small penis diameter and length, which is a congenital anomaly that affects approximately 1% of newborn males."
HP:0006899,"the patient presented with an unusual congenital anomaly, characterized by the abnormal fusion of the cerebellar hemispheres."
HP:0005575,the patient presented with atypical hemolytic uremic syndrome characterized by complement activation and endothelial damage.
HP:0008513,the patient presented with bilateral conductive hearing loss.
HP:0001799,"the patient presented with brachyonychia, a rare genetic disorder characterized by short nails and cuticles."
HP:0001640,"the patient presented with cardiac hypertrophy, characterized by an enlarged heart muscle in response to chronic pressure overload."
HP:0001396,"the patient presented with cholestasis, characterized by a slowed or blocked flow of bile from the liver."
HP:0005520,"the patient presented with chronic disseminated intravascular coagulation , a persistent and debilitating condition characterized by widespread clotting abnormalities and a heightened risk of bleeding and thrombotic complications."
HP:0004746,"the patient presented with electrondense glomerular membrane deposits, a characteristic feature of dense deposit disease."
HP:0002150,"the patient presented with elevated calcium levels in their urine, indicating a possible diagnosis of hypercalciuria."
HP:0008288,"the patient presented with elevated glycine levels, indicative of a nonketotic hyperglycinemia."
HP:0003072,"the patient presented with elevated serum calcium levels, indicating a possible diagnosis of hypercalcemia."
HP:0003131,"the patient presented with elevated urinary cystine levels, indicating a diagnosis of cystinuria."
HP:0000771,"the patient presented with enlarged male breast tissue, a condition known as gynecomastia."
HP:0000771,"the patient presented with excessive breast tissue in males, a condition known as gynecomastia."
HP:0001520,the patient presented with excessive fetal size due to a diagnosis of macrosomia.
HP:0004943,"the patient presented with expedited arterial hardening, a condition characterized by accelerated atherosclerosis and increased cardiovascular risk."
HP:0002202,"the patient presented with fluid accumulation around the lungs, a condition known as pleural effusion."
HP:0001041,"the patient presented with flushed cheeks, indicating a likely case of rosacea."
HP:0001019,"the patient presented with generalized erythrodermia, characterized by a diffuse and intense redness of the skin."
HP:0005575,the patient presented with hemolytic uremic syndrome characterized by platelet activation and thrombosis.
HP:0001100,"the patient presented with heterochromia, characterized by having different colored eyes."
HP:0003072,"the patient presented with hypercalcemia, characterized by excessive calcium in their blood."
HP:0001900,the patient presented with increased hemoglobin levels.
HP:0004417,"the patient presented with intermittent claudication symptoms, characterized by recurring episodes of muscle cramping and weakness in the legs during exercise."
HP:0002580,"the patient presented with intestinal volvulus, a life-threatening condition characterized by twisting of the intestine that can lead to obstructive symptoms and even necrosis."
HP:0001663,"the patient presented with intractable ventricular fibrillation, requiring immediate cardiac intervention to restore a normal heart rhythm."
HP:0004784,"the patient presented with juvenile gastrointestinal polyposis, characterized by the presence of numerous juvenile polyps throughout the gastrointestinal tract."
HP:0002098,"the patient presented with laboured breathing, a symptom indicative of respiratory distress."
HP:0004244,"the patient presented with limited mobility due to the presence of an accessory scaphoid, which in some cases can restrict wrist movement and cause stiffness."
HP:0000256,"the patient presented with macrocephalus, characterized by an abnormally large head circumference."
HP:0004746,"the patient presented with membranoproliferative glomerulonephritis type ii, characterized by deposits of immunoglobulins and complement proteins in the mesangial and subendothelial regions of the glomeruli."
HP:0008180,the patient presented with mildly elevated creatine phosphokinase levels.
HP:0008180,the patient presented with mildly elevated creatine phosphokinase levels in their blood.
HP:0001875,"the patient presented with neutropenia, a condition characterized by an abnormally low count of neutrophils in the blood."
HP:0001562,"the patient presented with oligohydramnios, characterized by low levels of amniotic fluid."
HP:0001655,"the patient presented with persistent fetal heart communication, characterized by the presence of a persistent foramen ovale or patent foramen ovale, allowing for the free exchange of blood between the two upper chambers of the heart."
HP:0000786,"the patient presented with primary amenorrhea, characterized by the absence of menstruation due to a congenital defect in the reproductive system."
HP:0003890,the patient presented with prominent deltoid tuberosities exhibiting hypertrophy.
HP:0005261,"the patient presented with spontaneous joint bleeding, characterized by recurrent episodes of sudden and unexplained joint hemorrhage."
HP:0002040,"the patient presented with swollen veins in the lower esophagus, a condition known as esophageal varices."
HP:0002020,"the patient presented with symptoms of gastroesophageal reflux, characterized by frequent heartburn and regurgitation of food."
HP:0004386,the patient presented with symptoms of gastrointestinal inflammation.
HP:0002578,"the patient presented with symptoms of reduced stomach emptying, characterized by delayed gastric emptying and associated gastrointestinal complaints."
HP:0002023,"the patient presents with a congenital anomaly characterized by the failure of the anus to form, resulting in a imperforate anus."
HP:0003987,the patient presents with a fractured ulna.
HP:0001882,"the patient presents with a low white blood cell count, indicating a compromised immune system."
HP:0004244,"the patient presents with a navicular secondary, specifically an accessory scaphoid bone located in relation to the navicular bone in the foot."
HP:0000687,"the patient presents with a noticeable generalized dental spacing, characterized by a consistent and widespread lack of closure between the teeth."
HP:0000771,"the patient presents with a rare condition characterized by male breast enlargement, also known as gynecomastia."
HP:0004244,"the patient presents with a scaphoid variant, characterized by an accessory scaphoid bone that is abnormally related to the main scaphoid bone in the wrist."
HP:0001822,"the patient presents with a visibly widened first metatarsophalangeal joint, a characteristic feature of hallux valgus."
HP:0007874,"the patient presents with an almond-shaped palpebral fissure, characterized by a narrowed or triangular upper eyelid margin."
HP:0002831,"the patient presents with an excessive coccygeal length, characterized by an unusually long tailbone."
HP:0006315,"the patient presents with an isolated median incisor, a rare dental anomaly characterized by the presence of a single central incisor in the anterior midline of the mouth."
HP:0007750,"the patient presents with central foveal hypoplasia, characterized by the underdevelopment of the central fovea, resulting in impaired central vision."
HP:0006446,"the patient presents with chondromalacia patellae, a condition characterized by the softening and degeneration of the articular cartilage, exacerbated by the presence of a dysplastic patella."
HP:0002355,the patient presents with difficulty walking due to the problem.
HP:0006803,"the patient reported experiencing intense perceptual experiences, characterized by vivid hallucinations and distorted sensory perceptions."
HP:0006597,"the patient suffered from a paralyzed diaphragm, which made it difficult for them to breathe properly."
HP:0006855,"the patient suffered from a rare and debilitating condition characterized by progressive atrophy of the cerebellar vermis, leading to significant motor coordination and balance impairments."
HP:0005365,the patient suffered from a rare immunological disorder characterized by a severe absence of b cells in their immune system.
HP:0004395,"the patient suffered from a starvation-related disorder, characterized by severe malnutrition and related health complications."
HP:0001141,"the patient suffered from an extreme visual acuity reduction, resulting in severely impaired vision."
HP:0001686,"the patient suffered from aphonia, a sudden and unexplained loss of voice."
HP:0006516,"the patient suffered from extrinsic allergic alveolitis, a type of hypersensitivity pneumonitis caused by an allergic reaction to environmental antigens in the workplace."
HP:0001639,"the patient suffered from hypertrophic cardiomyopathy, characterized by an enlarged and thickened heart muscle."
HP:0002149,"the patient suffered from hyperuricemia, a condition characterized by excess uric acid in the bloodstream."
HP:0004395,the patient suffered from inadequate nourishment due to a prolonged period of malnutrition.
HP:0002121,"the patient suffered from petit mal seizures, characterized by brief, generalized tonic-clonic episodes of impaired consciousness."
HP:0001404,"the patient suffered from severe hepatic cellular necrosis, a condition characterized by the death of liver cells due to damage or injury."
HP:0003568,the patient suffering from phosphohexose isomerase deficiency exhibits impaired glucose metabolism and related symptoms.
HP:0007354,"the patient suffers from a noncurable degenerative disease of motor neurons, also known as amyotrophic lateral sclerosis ."
HP:0004818,"the patient suffers from chronic intravascular hemolysis, a hallmark symptom of paroxysmal nocturnal hemoglobinuria ."
HP:0004789,"the patient suffers from lactose intolerance, an inability to digest lactose in their diet."
HP:0002021,the patient underwent a pyloromyotomy surgery to relieve the symptoms of infantile hypertrophic pyloric stenosis.
HP:0002032,"the patient was born with a congenital esophageal atresia, a birth defect in which part of the esophagus did not develop."
HP:0007383,"the patient was born with a congenital localized skin absence, a rare congenital defect characterized by a small, circumscribed area of absent skin."
HP:0001696,"the patient was born with a rare condition known as situs inversus, where all of their internal organs are mirrored on the opposite side of their body from the typical anatomical location."
HP:0007707,"the patient was born with an inherited absence of crystalline lens, resulting in congenital aphakia."
HP:0008198,"the patient was born with congenital hypoparathyroidism, characterized by the complete absence of parathyroid glands at birth."
HP:0006277,"the patient was diagnosed with a benign pancreatic hyperplasia, characterized by an enlargement of the pancreas due to cell multiplication."
HP:0001647,"the patient was diagnosed with a bicuspid aortic valve, characterized by having two leaflets rather than the typical three found in a normal aortic valve."
HP:0005268,"the patient was diagnosed with a blighted ovum, a type of miscarriage where the fertilized egg fails to implant in the uterus."
HP:0002408,"the patient was diagnosed with a cerebral arteriovenous malformation , a congenital abnormality characterized by an abnormal connection between the arteries and veins in the brain."
HP:0005550,the patient was diagnosed with a chronic lymphocytic leukemia characterized by a neoplastic b-cell proliferation.
HP:0001638,"the patient was diagnosed with a disease of the heart muscle, also known as cardiomyopathy."
HP:0000853,"the patient was diagnosed with a goiter, characterized by an enlarged thyroid gland located in the neck."
HP:0006574,"the patient was diagnosed with a hepatic arteriovenous malformation , a rare congenital disorder characterized by abnormal connections between arteries and veins in the liver."
HP:0002079,"the patient was diagnosed with a hypoplastic corpus callosum, a congenital anomaly characterized by a partial or complete absence of the corpus callosum, which is the largest white matter structure in the brain."
HP:0001659,"the patient was diagnosed with a leaky aortic valve, characterized by a faulty valve that allows blood to flow backward through the aortic valve, resulting in a condition known as aortic regurgitation."
HP:0007354,"the patient was diagnosed with a neurodegenerative disorder affecting motor neurons, specifically amyotrophic lateral sclerosis."
HP:0006277,"the patient was diagnosed with a pancreas that exhibited excessive cell growth, a condition known as pancreatic hyperplasia."
HP:0003085,"the patient was diagnosed with a prolonged fibula, a condition characterized by an abnormally long fibula bone in the lower leg."
HP:0002865,the patient was diagnosed with a rare and aggressive form of medullary thyroid cancer that had metastasized to multiple lymph nodes in the neck.
HP:0002688,"the patient was diagnosed with a rare congenital anomaly characterized by the complete absence of frontal sinuses, which presented unique challenges in managing their respiratory and sinus-related symptoms."
HP:0005682,"the patient was diagnosed with a rare congenital anomaly, characterized by a fusion of the subtalar joint, resulting in limited ankle mobility and altered gait pattern."
HP:0002390,the patient was diagnosed with a spinal arteriovenous malformation .
HP:0001629,"the patient was diagnosed with a ventricular septal defect , a congenital heart condition characterized by an opening in the wall of the heart that separates the left and right ventricles."
HP:0004261,"the patient was diagnosed with a widened hamate, a condition characterized by an abnormally broad hamate bone that was evident on medical imaging and examination."
HP:0000845,"the patient was diagnosed with acromegaly, a rare condition characterized by hypersecretion of growth hormone, which had caused significant physical changes and health issues."
HP:0006733,"the patient was diagnosed with acute megakaryocytic leukemia, a malignant disorder of primitive megakaryoblasts."
HP:0004791,the patient was diagnosed with an esophagus ulcer.
HP:0001903,the patient was diagnosed with anemia due to a low number of red blood cells or haemoglobin.
HP:0008660,"the patient was diagnosed with aplasia of proximal renal tubules, a rare congenital disorder characterized by the underdevelopment or absence of the proximal renal tubules, a hallmark feature of renotubular dysgenesis."
HP:0001746,"the patient was diagnosed with asplenia, a medical condition characterized by the congenital or acquired absence of the spleen."
HP:0001674,"the patient was diagnosed with atrioventricular canal type heart disease, a congenital defect characterized by a hole in the wall of the heart that separates the upper and lower chambers."
HP:0006719,the patient was diagnosed with benign gastrointestinal tract tumors.
HP:0008711,"the patient was diagnosed with benign prostatic hyperplasia, a noncancerous prostate enlargement that commonly affects men as they age."
HP:0005944,"the patient was diagnosed with bilateral pulmonary agenesis, characterized by a lack of lung development on both sides."
HP:0005293,the patient was diagnosed with chronic venous insufficiency due to poorly functioning veins.
HP:0005520,"the patient was diagnosed with compensated disseminated intravascular coagulation , indicating that their body was able to partially counterbalance the coagulation disorder through various physiological mechanisms."
HP:0003131,"the patient was diagnosed with cystinuria, a rare genetic disorder characterized by the excretion of cystine crystals in the urine."
HP:0002020,"the patient was diagnosed with gastroesophageal reflux, characterized by the frequent and recurring episodes of stomach acid flowing back up into the esophagus."
HP:0004955,"the patient was diagnosed with generalized arterial tortuosity, characterized by abnormal curvature of the arteries throughout the body."
HP:0004955,"the patient was diagnosed with generalized twisted arteries, a rare condition characterized by abnormal twisting of the arteries throughout the body."
HP:0002937,"the patient was diagnosed with hemivertebrae, a congenital condition characterized by the partial absence of one or more vertebrae in the spine."
HP:0008232,"the patient was diagnosed with high fsh syndrome, characterized by abnormally elevated follicle-stimulating hormone levels in the blood."
HP:0000238,"the patient was diagnosed with hydrocephalus, a condition characterized by an excessive accumulation of cerebrospinal fluid in the brain."
HP:0003072,"the patient was diagnosed with hypercalcemia, a medical condition characterized by abnormally high blood calcium levels."
HP:0002153,"the patient was diagnosed with hyperkalemia, a condition characterized by excessive potassium in the blood."
HP:0003228,"the patient was diagnosed with hypernatremia, a condition characterized by abnormally high blood sodium levels."
HP:0003228,"the patient was diagnosed with hypernatremia, characterized by high sodium levels in the blood."
HP:0000870,"the patient was diagnosed with hyperprolactinemia, a condition characterized by an excessive production of prolactin in the pituitary gland."
HP:0003113,"the patient was diagnosed with hypochloremia, a condition characterized by a low concentration of chloride ions in their blood."
HP:0003113,"the patient was diagnosed with hypochloremia, a medical condition characterized by insufficient chloride in the blood."
HP:0008163,"the patient was diagnosed with hypocortisolism, characterized by a significantly low blood cortisol level."
HP:0002917,"the patient was diagnosed with hypomagnesemia, a condition characterized by low blood magnesium levels."
