HP:0000002	Altura corporal anormal
HP:0040183	['Sujeción del taburete', 'Suciedad en las heces']
HP:0040184	['Hemorragia oral', 'Hemorragia oral', 'Hemorragia oral']
HP:0040189	['Descamación', 'piel escamada', 'descamación de la piel', 'Descamación de la piel', 'Piel escamosa']
HP:0040190	['Piel escamosa blanca', 'Piel blanca y escamosa']
HP:0040192	['tumores de captación y descarboxilación de precursores de aminas', 'tumores de captación y descarboxilación de precursores de aminas']
HP:0040198	['Carcinoma tiroideo no medular', 'Cáncer de tiroides no medular']
HP:0040207	['Nivel anormal de biopterina en el líquido cefalorraquídeo', 'Nivel anormal de biopterina en LCR']
HP:0040217	['Hemoglobina glucosilada elevada', 'Hemoglobina glicosilada elevada', 'Hemoglobina glucosilada elevada', 'Hemoglobina glucosilada elevada', 'Hemoglobina A1c elevada', 'HbA1c elevada', 'Aumento de los niveles de HbA1c']
HP:0040218	['Reducción del número de células asesinas naturales', 'Reducción del número de células NK']
HP:0040223	['Hemorragia intrapulmonar', 'Hemorragia intrapulmonar', 'Hemorragia pulmonar']
HP:0040235	['Cuerpos de inclusión leucocitarios de tipo Dohle', 'Cuerpos de inclusión en leucocitos']
HP:0040242	['Intramuscular haemorrhage', 'Hemorragia intramuscular', 'Hemorragia muscular']
HP:0040261	['Hipertrofia adenoidea', 'Adenoides grandes']
HP:0040270	['Disminución de la tolerancia a la glucosa', 'Disminución de la tolerancia a la glucosa']
HP:0040284	['Muy rara (&lt;4-1%)', 'Muy raras (<4-1%)']
HP:0040291	['Esteatosis del músculo esquelético', 'Esteatosis de los músculos esqueléticos']
HP:0040294	['Duplicación de la lengua', 'Lengua duplicada', 'Duplicación lingual']
HP:0040296	['Localización anormal de las cejas', 'Cejas anormalmente colocadas']
HP:0040303	['Disminución del hierro sérico', 'Hipoferremia', 'Hierro sérico bajo']
HP:0040304	['Duplicar silla turca', 'Silla de montar turca duplicada']
HP:0040323	['Eritema del párpado', 'Eritema de los párpados', 'Eritema del párpado', 'Párpado rojo']
HP:0040326	['Hipoplasia del bulbo olfatorio', 'Bulbo olfatorio hipoplásico']
HP:0041049	['Intolerancia a la amilosa-amilopectina', 'Intolerancia al almidón']
HP:0041051	['Ausencia del sentido del gusto', 'Deterioro de la sensibilidad gustativa', 'Sabor perdido']
HP:0041055	['hueso húmero', 'Rotura de húmero', 'Fractura del húmero', 'Fractura humeral', 'Fractura de húmero']
HP:0041081	['Fractura de la parte inferior de la pierna', 'Fractura de la extremidad inferior', 'Fractura de miembro inferior']
HP:0041084	['Fractura por compresión de una vértebra torácica', 'Vértebra torácica fracturada en cuña']
HP:0041085	['Vértebra fracturada por compresión', 'Vértebra fracturada en cuña']
HP:0041086	['Fractura por compresión de vértebra cervical', 'Vértebra cervical fracturada en cuña']
HP:0041087	['Fractura por compresión de vértebra lumbar', 'Vértebra lumbar fracturada en cuña']
HP:0041092	['Reactividad emocional', 'Alta sensibilidad', 'Hipersensibilidad', 'Excesivamente sensible']
HP:0041093	['Hermosas líneas', 'Clavo de escalera', 'Cartel de clavos de escalera']
HP:0041094	['Deformidad completa del anillo traqueal', 'Anillos traqueales completos', 'CTRD']
HP:0041143	['hueso tibia', 'Rotura de tibia', 'Fractura de tibia', 'Fractura tibial']
HP:0041161	['Fractura de la región pélvica del tronco', 'Fractura pélvica']
HP:0041162	['Rotura de metatarso', 'Rotura del hueso metatarsiano', 'Fractura metatarsiana']
HP:0041174	['hueso falange distal de la mano', 'Fractura de la falange distal de la mano']
HP:0041222	['peroné óseo', 'Rotura de peroné', 'Fibula fracture', 'Fractura del peroné']
HP:0041225	['hueso metacarpiano del dedo 1', 'Fractura del primer hueso metacarpiano', 'Fractura del hueso metacarpiano del dedo 1']
HP:0041236	['hueso falange media de la mano', 'Fractura de la falange media de la mano']
HP:0041239	['hueso manual digito 1 falange', 'Fractura de la falange del dedo 1 manual']
HP:0041241	['falange ósea de la mano', 'Fractura de la falange de la mano']
HP:0041243	['hueso falange proximal de la mano', 'Fractura de la falange proximal de la mano']
HP:0041248	['hueso carpo', 'Muñeca rota', 'Fractura del hueso carpiano', 'Muñeca fracturada', 'Fractura de muñeca']
HP:0045005	['Anomalía del cierre del tubo neural', 'NTD']
HP:0045018	['Doble ceja parcial', 'Duplicación parcial de las cejas']
HP:0045025	['Disminución del tamaño de la fisura palpebral', 'Apertura estrecha de los párpados', 'Fisuras palpebrales estrechas', 'Pequeña abertura entre los párpados', 'Fisuras palpebrales pequeñas']
HP:0045028	['Lisencefalia tipo III', 'Lisencefalia tipo 3', 'Lisencefalia tipo III']
HP:0045040	['Concentración anormal de LDH circulante', 'Nivel anormal de lactato deshidrogenasa', 'Nivel anormal de LDH', 'Nivel anormal deLDH']
HP:0045042	['Disminución del complemento sérico C4', 'Disminución del nivel sérico de complemento C4']
HP:0045043	['C4a deficiency', 'Deficiencia del componente 4A del complemento', 'Disminución del complemento sérico C4a']
HP:0045044	['C4b deficiency', 'Deficiencia del componente 4B del complemento']
HP:0045046	['Deficiencia de subunidad ácido-lábil', 'Disminución de los niveles de la subunidad lábil a los ácidos', 'Reducción del nivel de la subunidad lábil ácida de la proteína de unión al factor de crecimiento similar a la insulina']
HP:0045048	['Aumento de la hemoglobina A2', 'Aumento de la hemoglobina HbA2', 'Aumento de la hemoglobina A2']
HP:0045049	['Capacidad de difusión anormal', 'TLCO anormal', 'Factor de transferencia anormal del pulmón para el monóxido de carbono']
HP:0045055	['Anillado de la cola del tigre', 'Anillado de cola de tigre']
HP:0045074	['Ceja fina', 'Cejas finas']
HP:0045075	['Hipotricosis de la ceja', 'Cejas poco pobladas', 'Cejas poco pobladas']
HP:0045081	['IMC anormal', 'Índice de masa corporal anormal']
HP:0045085	['Músculo masetero atrofiado', 'Atrofia del músculo masetero']
HP:0100006	['Neoplasia del sistema nervioso central', 'Neoplasia del SNC', 'Tumores del sistema nervioso central', 'Tumores del sistema nervioso central']
HP:0100007	['Tumor del sistema nervioso periférico', 'Tumor del sistema nervioso periférico']
HP:0100008	['Neurilemmoma', 'Neurinoma', 'Neurolemmoma', 'Tumor de células de Schwann', 'Tumor de células de Schwann', 'Schwannomas']
HP:0100012	['Eye tumor', 'Eye tumour', 'Neoplasia ocular']
HP:0100013	['Tumor mamario', 'Tumor de mama', 'Neoplasia de mama', 'Tumores de mama']
HP:0100014	['Membranas epirretinianas', 'Fruncimiento macular', 'Premacular fibrosis']
HP:0100015	['Crus adicionales', 'Tercera cruz']
HP:0100016	['Anomalía de la morfología del mesenterio', 'Anomalía del mesenterio']
HP:0100018	['Centro del cristalino turbio amarillento', 'Centro del cristalino turbio amarillento']
HP:0100021	['Parálisis cerebral', 'CP']
HP:0100022	['Anomalía del movimiento', 'Trastorno del movimiento', 'Movimiento inusual']
HP:0100024	['Aspecto feliz conspirativo', 'Aspecto feliz']
HP:0100025	['Deseo excesivo de interactuar con los demás', 'Amabilidad excesiva', 'Gregarismo excesivo', 'Hipersociabilidad']
HP:0100027	['Inflamación recurrente del páncreas', 'Pancreatitis recurrente']
HP:0100028	['Tiroides aberrante', 'Glándula tiroides aberrante', 'Localización anormal de la tiroides', 'Glándula tiroides ectópica', 'Glándula tiroides heteropélica']
HP:0100035	['Tics verbales', 'Tics vocales']
HP:0100041	['3er dedo ancho', '3er dedo ancho']
HP:0100042	['4º dedo ancho', '4º dedo ancho']
HP:0100043	['5º dedo ancho', 'Dedo meñique ancho', 'Dedo meñique ancho', 'Dedo meñique ancho']
HP:0100077	['Ausencia de la parte final del dedo meñique del pie', 'Ausencia de la parte final del hueso del dedo meñique', 'Ausencia de la parte final del hueso del dedo meñique']
HP:0100078	['Parte final del dedo meñique en forma de corchete', 'Parte final del dedo meñique en forma de ménsula', 'Parte final del dedo meñique en forma de corchete']
HP:0100079	['Parte final en forma de cono del dedo meñique del pie', 'Parte final del dedo meñique en forma de cono', 'Parte final del dedo meñique en forma de cono']
HP:0100080	['Agrandamiento de la parte final del dedo meñique del pie', 'Agrandamiento de la parte final del hueso del dedo meñique', 'Agrandamiento de la parte final del hueso del dedo meñique']
HP:0100081	['Fragmentación de la parte final del hueso del dedo pequeño del pie.', 'Fragmentación de la parte final del hueso del dedo meñique del pie', 'Fragmentación de la parte final del hueso del dedo meñique del pie']
HP:0100082	['Parte final irregular del dedo meñique del pie', 'Parte final irregular del hueso del dedo meñique', 'Parte final irregular del hueso del dedo meñique del pie']
HP:0100083	['Aumento de la densidad ósea de la parte final del hueso del dedo pequeño del pie', 'Aumento de la densidad ósea de la parte final del hueso del dedo meñique del pie', 'Aumento de la densidad ósea de la parte final del hueso del dedo meñique del pie']
HP:0100085	['Pequeña parte final del dedo meñique del pie', 'Pequeña parte final del hueso del dedo meñique del pie', 'Pequeña parte final del hueso del dedo meñique del pie']
HP:0100086	['Calcificaciones moteadas en la parte final del hueso del dedo pequeño del pie.', 'Calcificaciones moteadas en la parte final del hueso del dedo meñique.', 'Calcificaciones moteadas en la parte final del hueso del dedo meñique del pie.']
HP:0100087	['Parte final triangular del dedo meñique del pie', 'Extremo triangular del dedo meñique del pie', 'Parte final triangular del hueso del dedo meñique']
HP:0100097	['Anomalía de la parte final del hueso más externo del dedo pequeño del pie.', 'Anomalía de la parte final del hueso más externo del dedo meñique.', 'Anomalía de la parte final del hueso más externo del dedo meñique del pie.']
HP:0100098	['Anomalía de la parte final del hueso medio del dedo pequeño del pie.', 'Anomalía de la parte final del hueso medio del dedo meñique.', 'Anomalía de la parte final del hueso medio del dedo meñique del pie']
HP:0100099	['Anomalía de la parte final del hueso más interno del dedo pequeño del pie.', 'Anomalía de la parte final del hueso más interno del dedo meñique del pie.', 'Anomalía de la parte final del hueso más interno del dedo meñique del pie.']
HP:0100202	['Ausencia de la parte final del hueso más externo del dedo pequeño del pie', 'Ausencia de la parte final del hueso más externo del dedo meñique del pie', 'Ausencia de la parte final del hueso más externo del dedo meñique del pie']
HP:0100203	['Parte final del hueso más externo del dedo meñique en forma de corchete.', 'Parte terminal en forma de corchete del hueso más externo del dedo meñique.', 'Parte terminal en forma de corchete del hueso más externo del dedo meñique.']
HP:0100204	['Parte terminal en forma de cono del hueso más externo del dedo pequeño del pie.', 'Parte terminal en forma de cono del hueso más externo del dedo meñique.', 'Parte terminal en forma de cono del hueso más externo del dedo meñique del pie.']
HP:0100205	['Extremo agrandado del hueso más externo del dedo meñique del pie', 'Extremo agrandado del hueso más externo del dedo meñique del pie', 'Agrandamiento de la parte final del hueso más externo del dedo meñique del pie.']
HP:0100206	['Fragmentación de la parte final del hueso más externo del dedo pequeño del pie.', 'Fragmentación de la parte final del hueso más externo del dedo meñique del pie.', 'Fragmentación de la parte final del hueso más externo del dedo meñique del pie.']
HP:0100207	['Parte final irregular del hueso más externo del dedo pequeño del pie', 'Parte final irregular del hueso más externo del dedo meñique del pie', 'Parte final irregular del hueso más externo del dedo meñique del pie']
HP:0100208	['Aumento de la densidad ósea de la parte final del hueso más externo del dedo pequeño del pie', 'Aumento de la densidad ósea de la parte final del hueso más externo del dedo meñique del pie', 'Aumento de la densidad ósea de la parte final del hueso más externo del dedo meñique del pie']
HP:0100210	['Pequeña parte terminal del hueso más externo del dedo pequeño del pie', 'Pequeña parte terminal del hueso más externo del dedo meñique del pie', 'Pequeña parte terminal del hueso más externo del dedo meñique del pie']
HP:0100211	['Calcificaciones moteadas en la parte final del hueso más externo del dedo pequeño del pie.', 'Calcificaciones moteadas en la parte final del hueso más externo del dedo meñique.', 'Calcificaciones moteadas en la parte final del hueso más externo del dedo meñique.']
HP:0100212	['Parte terminal triangular del hueso más externo del dedo meñique del pie', 'Parte terminal triangular del hueso más externo del dedo meñique del pie', 'Parte terminal triangular del hueso más externo del dedo meñique del pie']
HP:0100213	['Ausencia de la parte final del hueso medio del dedo pequeño del pie', 'Ausencia de la parte final del hueso medio del dedo meñique', 'Ausencia de la parte final del hueso medio del dedo meñique del pie']
HP:0100214	['Parte final del hueso medio del dedo meñique en forma de corchete', 'Parte final en forma de ménsula del hueso medio del dedo meñique.', 'Parte final en forma de corchete del hueso medio del dedo meñique del pie']
HP:0100215	['Parte final en forma de cono del hueso medio del dedo pequeño del pie', 'Parte final en forma de cono del hueso medio del dedo meñique.', 'Parte final en forma de cono del hueso medio del dedo meñique del pie']
HP:0100216	['Agrandamiento de la parte final del hueso medio del dedo pequeño del pie.', 'Agrandamiento de la parte final del hueso medio del dedo meñique', 'Agrandamiento de la parte final del hueso medio del dedo meñique del pie']
HP:0100217	['Fragmentación de la parte final del hueso medio del dedo pequeño del pie.', 'Fragmentación de la parte final del hueso medio del dedo meñique del pie', 'Fragmentación de la parte final del hueso medio del dedo meñique del pie.']
HP:0100218	['Parte final irregular del hueso medio del dedo pequeño del pie', 'Parte final irregular del hueso medio del dedo meñique del pie', 'Parte final irregular del hueso medio del dedo meñique del pie']
HP:0100219	['Aumento de la densidad ósea de la parte final del hueso medio del dedo pequeño del pie', 'Aumento de la densidad ósea de la parte final del hueso medio del dedo meñique del pie', 'Aumento de la densidad ósea de la parte final del hueso medio del dedo meñique del pie']
HP:0100221	['Pequeña parte final del hueso medio del dedo pequeño del pie', 'Pequeña parte final del hueso medio del dedo meñique', 'Pequeña parte final del hueso medio del dedo meñique del pie']
HP:0100222	['Calcificaciones moteadas en la parte final del hueso más interno del dedo meñique del pie.', 'Calcificaciones moteadas en la parte media del hueso más interno del dedo pequeño del pie.', 'Calcificaciones moteadas en la parte media del hueso más interno del dedo meñique del pie.']
HP:0100223	['Parte final triangular del hueso medio del dedo pequeño del pie', 'Parte final triangular del hueso medio del dedo meñique', 'Parte final triangular del hueso medio del dedo meñique del pie']
HP:0100224	['Ausencia de la parte final del hueso más interno del dedo pequeño del pie', 'Ausencia de la parte final del hueso más interno del dedo meñique del pie', 'Ausencia de la parte final del hueso más interno del dedo meñique del pie']
HP:0100225	['Parte final del hueso más interno del dedo pequeño del pie en forma de corchete.', 'Parte terminal en forma de ménsula del hueso más interno del dedo meñique.', 'Parte terminal en forma de corchete del hueso más interno del dedo meñique del pie.']
HP:0100226	['Parte terminal en forma de cono del hueso más interno del dedo pequeño del pie.', 'Parte terminal en forma de cono del hueso más interno del dedo meñique.', 'Parte terminal en forma de cono del hueso más interno del dedo meñique del pie.']
HP:0100227	['Extremo agrandado del hueso más interno del dedo pequeño del pie', 'Extremo agrandado del hueso más interno del dedo meñique del pie', 'Extremo agrandado del hueso más interno del dedo meñique del pie']
HP:0100228	['Fragmentación de la parte final del hueso más interno del dedo pequeño del pie.', 'Fragmentación de la parte final del hueso más interno del dedo meñique del pie.', 'Fragmentación de la parte final del hueso más interno del dedo meñique del pie.']
HP:0100229	['Parte final irregular del hueso más interno del dedo pequeño del pie', 'Parte final irregular del hueso más interno del dedo meñique del pie', 'Parte final irregular del hueso más interno del dedo meñique del pie']
HP:0100230	['Aumento de la densidad ósea de la parte final del hueso más interno del dedo pequeño del pie', 'Aumento de la densidad ósea de la parte final del hueso más interno del dedo meñique del pie', 'Aumento de la densidad ósea de la parte final del hueso más interno del dedo meñique del pie']
HP:0100232	['Pequeña parte terminal del hueso más interno del dedo pequeño del pie', 'Pequeña parte terminal del hueso más interno del dedo meñique del pie', 'Pequeña parte terminal del hueso más interno del dedo meñique del pie']
HP:0100233	['Calcificaciones moteadas en la parte final del hueso más interno del dedo pequeño del pie.', 'Calcificaciones moteadas en la parte final del hueso más interno del dedo meñique.', 'Calcificaciones moteadas en la parte final del hueso más interno del dedo meñique del pie.']
HP:0100234	['Parte terminal triangular del hueso más interno del dedo meñique del pie', 'Parte terminal triangular del hueso más interno del dedo meñique del pie', 'Parte terminal triangular del hueso más interno del dedo meñique del pie']
HP:0100240	['Anquilosis ósea', 'Fusión de articulaciones']
HP:0100242	['Cáncer del tejido conjuntivo', 'Tumor maligno del tejido conjuntivo', 'Tumor maligno del tejido conjuntivo']
HP:0100245	['Tumores desmoides', 'Tumores desmoides']
HP:0100247	['Hipo', 'Hipo', 'Tos recurrente', 'Hipo recurrente', 'Aleteo diafragmático sincrónico recurrente']
HP:0100256	['Braindruse', 'Placas neuríticas', 'Drusa senil']
HP:0100257	['Mano hendida', 'Mano con pinzas de langosta']
HP:0100259	['Polidactilia postaxial', 'Postaxial hexadactyly']
HP:0100260	['Polidactilia central', 'Polidactilia insercional', 'Polidactilia intercalar']
HP:0100261	['Forma anormal del tendón', 'Anomalía del tendón']
HP:0100266	['Fusiones carpianas y tarsianas', 'Coalescencia de los huesos carpiano y tarsiano', 'Fusión de los huesos carpiano y tarsiano', 'Fusiones de los huesos de la muñeca y del tobillo']
HP:0100273	['Tumor de colon', 'Tumor de colon']
HP:0100276	['Fosa cutánea', 'Fosas cutáneas']
HP:0100277	['Orejas periauriculares', 'Fístulas periauriculares', 'Fosas periauriculares', 'Seno periauricular', 'Fosas alrededor de la oreja']
HP:0100280	['Enteritis y colitis granulomatosas', 'Morbus Crohn']
HP:0100293	['Hipertrofia de las fibras musculares', 'Hipertrofia de las fibras musculares']
HP:0100295	['Atrofia de las fibras musculares', 'Degeneración de las fibras musculares', 'Degeneración de las fibras musculares']
HP:0100301	['Agregados tubulares de fibras musculares', 'Agregados tubulares de fibras musculares', 'Inclusiones tubulares de fibras musculares']
HP:0100302	['Agregados tubuloreticulares de fibras musculares', 'Agregados tubuloreticulares de fibras musculares', 'Inclusiones tubuloreticulares en las fibras musculares']
HP:0100303	['Cuerpos citoplasmáticos de las fibras musculares', 'Cuerpos de inclusión citoplasmáticos de fibras musculares', 'Cuerpos citoplasmáticos de las fibras musculares']
HP:0100309	['Hematoma subdural', 'Hemorragia subdural', 'Hematoma subdural']
HP:0100310	['Hematoma epidural', 'Hemorragia epidural', 'Epidural hematoma', 'Hematoma extradural', 'Extradural hematoma']
HP:0100317	['Cuerpos de inclusión agirofílicos', 'Elegir cuerpos de inclusión']
HP:0100324	['Esclerodermia sistémica progresiva', 'Pseudoscleroderma']
HP:0100327	['Alergia a la leche de vaca', 'Alergia a la leche de vaca mediada por IgE', 'Alergia a la leche de vaca mediada por inmunoglobulina E', 'Alergia a la leche']
HP:0100333	['Labio leporino superior unilateral', 'Queilosquisis unilateral', 'Labio leporino superior unilateral']
HP:0100334	['Paladar hendido unilateral', 'Unilateral palatoschisis']
HP:0100335	['Hendidura no media del labio superior', 'Hendidura paramediana del labio superior']
HP:0100336	['Queilosquisis bilateral', 'Labio leporino bilateral', 'Labio leporino derecho e izquierdo']
HP:0100337	['Bilateral palatoschisis', 'Paladar hendido derecho e izquierdo']
HP:0100348	['Camptodactilia del 2º dedo del pie', 'Camptodactilia del segundo dedo del pie']
HP:0100350	['Camptodactilia del 4º dedo del pie', 'Camptodactilia del cuarto dedo del pie', 'Contractura de la articulación más interna del 4º dedo del pie']
HP:0100351	['Camptodactilia del 5º dedo del pie', 'Camptodactilia del quinto dedo del pie']
HP:0100364	['Ausencia de los huesos del dedo pequeño del pie', 'Ausencia de los huesos del dedo meñique', 'Ausencia de los huesos del dedo meñique']
HP:0100366	['Falanges hipoplásicas/pequeñas del 3er dedo del pie', 'Tercer dedo corto', 'Falange corta del tercer dedo del pie']
HP:0100367	['Falanges hipoplásicas/pequeñas del 4º dedo del pie', '4º dedo corto', 'Falange corta del cuarto dedo del pie']
HP:0100368	['Falanges hipoplásicas/pequeñas del 5º dedo del pie', 'Dedo meñique corto', 'Falange corta del quinto dedo del pie', 'Dedo meñique corto', 'Dedo meñique corto']
HP:0100369	['Ausencia/reducción del hueso más externo del 3er dedo del pie', 'Ausencia/subdesarrollo del hueso más externo del 3er dedo del pie']
HP:0100370	['Ausencia/reducción del hueso más externo del 4º dedo del pie', 'Ausencia/subdesarrollo del hueso más externo del 4º dedo del pie']
HP:0100371	['Ausencia/estrechez del hueso más externo del dedo meñique del pie', 'Hueso del dedo meñique ausente/pequeño por fuera', 'Ausencia/estrechez del hueso más externo del dedo meñique del pie', 'Ausencia/desarrollo insuficiente del hueso más externo del dedo meñique del pie.']
HP:0100372	['Ausencia/reducción del hueso medio del 3er dedo del pie', 'Ausencia/subdesarrollo del hueso medio del 3er dedo del pie']
HP:0100373	['Hueso medio del 4º dedo ausente/pequeño', 'Hueso medio del 4º dedo ausente/subdesarrollado']
HP:0100374	['Ausencia/escasez del hueso medio del 5º dedo del pie', 'Ausencia/desarrollo insuficiente del hueso medio del dedo pequeño del pie', 'Hueso medio del dedo meñique ausente/subdesarrollado', 'Hueso medio del dedo meñique ausente/subdesarrollado']
HP:0100375	['Ausencia/reducción del hueso más interno del 3er dedo del pie', 'Hueso más interno del 3er dedo ausente/subdesarrollado']
HP:0100376	['Ausencia/reducción del hueso más interno del 4º dedo del pie', 'Ausencia/subdesarrollo del hueso más interno del 4º dedo del pie.']
HP:0100377	['Ausencia del hueso más interno del dedo pequeño del pie.', 'Hueso del dedo meñique más interno ausente/pequeño', 'Ausencia/escasez del hueso más interno del dedo meñique', 'Ausencia/subdesarrollo del hueso más interno del 5º dedo del pie.']
HP:0100378	['Ausencia de falange distal del tercer dedo del pie', 'Ausencia del hueso más externo del 3er dedo del pie', 'Aplasia de la falange distal del 3er dedo del pie']
HP:0100379	['Ausencia de falange distal del 4º dedo del pie', 'Ausencia del hueso más externo del 4º dedo del pie']
HP:0100380	['Ausencia del hueso más externo del dedo pequeño del pie', 'Ausencia del hueso más externo del dedo meñique del pie', 'Ausencia del hueso más externo del dedo meñique del pie']
HP:0100381	['Ausencia del hueso medio del 3er dedo', 'Ausencia de falange media del tercer dedo del pie', 'Aplasia de la falange media del 3er dedo del pie']
HP:0100383	['Ausencia del hueso medio del dedo pequeño del pie', 'Ausencia del hueso medio del dedo meñique', 'Ausencia del hueso medio del dedo meñique']
HP:0100384	['Ausencia del hueso más interno del 3er dedo del pie', 'Aplasia de la falange proximal del 3er dedo del pie']
HP:0100386	['Ausencia del hueso más interno del dedo pequeño del pie', 'Ausencia del hueso más interno del dedo meñique del pie', 'Ausencia del hueso más interno del dedo meñique del pie']
HP:0100389	['Falange distal del 3er dedo hipoplásica/pequeña', 'Falange distal corta del tercer dedo del pie', 'Hueso corto más externo del 3er dedo']
HP:0100390	['Falange distal hipoplásica/pequeña del 4º dedo del pie', 'Falange distal corta del cuarto dedo del pie', 'Hueso corto más externo del 4º dedo']
HP:0100391	['Falange distal hipoplásica/pequeña del 5º dedo del pie', 'Falange distal corta del quinto dedo del pie', 'Hueso corto más externo del dedo meñique', 'Hueso corto más externo del dedo meñique', 'Hueso corto más externo del dedo meñique del pie']
HP:0100392	['Falange media hipoplásica/pequeña del 3er dedo del pie', 'Falange media corta del tercer dedo del pie']
HP:0100393	['Falange media hipoplásica/pequeña del 4º dedo del pie', 'Hueso medio corto del 4º dedo', 'Falange media corta del cuarto dedo del pie']
HP:0100394	['Falange media hipoplásica/pequeña del 5º dedo del pie', 'Hueso medio corto del dedo meñique', 'Hueso medio corto del dedo meñique', 'Hueso medio corto del dedo meñique', 'Falange media corta del quinto dedo del pie']
HP:0100395	['Falange proximal hipoplásica/pequeña del 3er dedo del pie', 'Falange proximal corta del tercer dedo del pie']
HP:0100396	['Falange proximal hipoplásica/pequeña del 4º dedo del pie', 'Falange proximal corta del cuarto dedo del pie', 'Falange proximal corta del cuarto dedo del pie']
HP:0100397	['Falange proximal hipoplásica/pequeña del 5º dedo del pie', 'Hueso corto más interno del dedo meñique', 'Hueso corto más interno del dedo meñique', 'Hueso corto más interno del dedo meñique', 'Falange proximal corta del quinto dedo del pie']
HP:0100398	['Duplicación de la falange distal del tercer dedo del pie', 'Duplicación del hueso más externo del 3er dedo del pie', 'Duplicación parcial/completa de la falange distal del 3er dedo del pie']
HP:0100399	['Duplicación de la falange distal del cuarto dedo del pie', 'Duplicación del hueso más externo del 4º dedo del pie', 'Duplicación parcial/completa de la falange distal del 4º dedo del pie']
HP:0100400	['Duplicación de la falange distal del quinto dedo del pie', 'Duplicación del hueso más externo del quinto dedo del pie', 'Duplicación del hueso más externo del dedo pequeño del pie', 'Duplicación del hueso más externo del dedo meñique del pie', 'Duplicación del hueso más externo del dedo meñique del pie', 'Duplicación parcial/completa de la falange distal del 5º dedo del pie']
HP:0100401	['Duplicación del hueso medio del 3er dedo del pie', 'Duplicación de la falange media del tercer dedo del pie', 'Duplicación parcial/completa de la falange media del 3er dedo del pie']
HP:0100402	['Duplicación del hueso medio del 4º dedo del pie', 'Duplicación de la falange media del cuarto dedo del pie', 'Duplicación parcial/completa de la falange media del 4º dedo del pie']
HP:0100403	['Duplicación del hueso medio del dedo pequeño del pie', 'Duplicación del hueso medio del dedo meñique del pie', 'Duplicación del hueso medio del dedo meñique del pie', 'Duplicación de la falange media del quinto dedo del pie', 'Duplicación parcial/completa de la falange media del 5º dedo del pie']
HP:0100404	['Duplicación del hueso más interno del 3er dedo del pie', 'Duplicación de la falange proximal del tercer dedo del pie', 'Duplicación parcial/completa de la falange proximal del 3er dedo del pie']
HP:0100405	['Duplicación del hueso más interno del 4º dedo del pie', 'Duplicación de la falange proximal del cuarto dedo del pie', 'Duplicación parcial/completa de la falange proximal del 4º dedo del pie']
HP:0100406	['Duplicación del hueso más interno del dedo pequeño del pie', 'Duplicación del hueso más interno del dedo meñique del pie', 'Duplicación del hueso más interno del dedo meñique del pie', 'Duplicación de la falange proximal del quinto dedo del pie', 'Duplicación parcial/completa de la falange proximal del 5º dedo del pie']
HP:0100407	['Duplicación completa de la falange distal del tercer dedo del pie', 'Duplicación completa del hueso más externo del 3er dedo del pie']
HP:0100408	['Duplicación completa de la falange distal del cuarto dedo del pie', 'Duplicación completa del hueso más externo del 4º dedo del pie']
HP:0100409	['Duplicación completa de la falange distal del quinto dedo del pie', 'Duplicación completa del hueso más externo del dedo pequeño del pie', 'Duplicación completa del hueso más externo del dedo meñique del pie', 'Duplicación completa del hueso más externo del dedo meñique del pie']
HP:0100410	['Duplicación completa del hueso medio del 3er dedo del pie', 'Duplicación completa de la falange media del tercer dedo del pie']
HP:0100411	['Duplicación completa del hueso medio del 4º dedo del pie', 'Duplicación completa de la falange media del cuarto dedo del pie']
HP:0100412	['Duplicación completa del hueso medio del dedo pequeño del pie', 'Duplicación completa del hueso medio del dedo meñique del pie', 'Duplicación completa del hueso medio del dedo meñique del pie', 'Duplicación completa de la falange media del quinto dedo del pie']
HP:0100415	['Duplicación completa del hueso más interno del dedo pequeño del pie', 'Duplicación completa del hueso más interno del dedo meñique del pie', 'Duplicación completa del hueso más interno del dedo meñique del pie', 'Duplicación completa de la falange proximal del quinto dedo del pie']
HP:0100416	['Duplicación parcial de la falange distal del tercer dedo del pie', 'Duplicación parcial del hueso más externo del 3er dedo del pie']
HP:0100417	['Duplicación parcial de la falange distal del cuarto dedo del pie', 'Duplicación parcial del hueso más externo del cuarto dedo del pie']
HP:0100418	['Duplicación parcial de la falange distal del quinto dedo del pie', 'Duplicación parcial del hueso más externo del quinto dedo del pie', 'Duplicación parcial del hueso más externo del dedo pequeño del pie', 'Duplicación parcial del hueso más externo del dedo meñique del pie', 'Duplicación parcial del hueso más externo del dedo meñique del pie']
HP:0100419	['Duplicación parcial del hueso medio del 3er dedo del pie', 'Duplicación parcial de la falange media del tercer dedo del pie']
HP:0100420	['Duplicación parcial del hueso medio del 4º dedo del pie', 'Duplicación parcial de la falange media del cuarto dedo del pie']
HP:0100421	['Duplicación parcial del hueso medio del dedo pequeño del pie', 'Duplicación parcial del hueso medio del dedo meñique del pie', 'Duplicación parcial del hueso medio del dedo meñique del pie', 'Duplicación parcial de la falange media del quinto dedo del pie']
HP:0100422	['Duplicación parcial del hueso más interno del 3er dedo del pie', 'Duplicación parcial de la falange proximal del tercer dedo del pie']
